id|Categoría |id_1
16036|AGENCIA DE VIAJES DUAL|1044
16037|PRIMERA|1045
16038|PRIMERA|1046
16039|SEGUNDA|1047
16040|TERCERA|1048
16041|(2) Dos tenedores|1049
16042|TERCERA|1050
16043|TERCERA|1051
16044|SEGUNDA|1052
16045|TERCERA|1053
16046|TERCERA|1054
16047|SEGUNDA|1055
16048|SEGUNDA|1056
16049|SEGUNDA|1057
16050|SEGUNDA|1058
16051|SEGUNDA|1059
16052|SEGUNDA|1060
16053|TERCERA|1061
16054|SEGUNDA|1062
16055|PRIMERA|1063
16056|SEGUNDA|1064
16057|TERCERA|1065
16058|TERCERA|1066
16059|SEGUNDA|1067
16060|1 Estrellas|1068
16061|1 Estrellas|1069
16062|TERCERA|1070
16063|TERCERA|1071
16064|CUARTA|1072
16065|SEGUNDA|1073
16066|SEGUNDA|1074
16067|TERCERA|1075
16068|CUARTA|1076
16069|SEGUNDA|1077
16070|1 Estrellas|1078
16071|PRIMERA|1079
16072|TERCERA|1080
16073|TERCERA|1081
16074|AGENCIA DE VIAJES DUAL|1082
16075|2 Estrellas|1083
16076|SEGUNDA|1084
16077|PRIMERA|1085
16078|PRIMERA|1086
16079|TERCERA|1087
16080|TERCERA|1088
16081|TERCERA|1089
16082|TERCERA|1090
16083|RENT A CAR|1091
16084|RENT A CAR|1092
16085|2 Estrellas|1093
16086|2 Estrellas|1094
16087|AGENCIA DE VIAJES DUAL|1095
16088|(2) Dos tenedores|1096
16089|(2) Dos tenedores|1097
16090|(2) Dos tenedores|1098
16091|(2) Dos tenedores|1099
16092|(2) Dos tenedores|1100
16093|(2) Dos tenedores|1101
16094|(2) Dos tenedores|1102
16095|(2) Dos tenedores|1103
16096|SEGUNDA|1104
16097|PRIMERA|1105
16098|TERCERA|1106
16099|SEGUNDA|1107
16100|CUARTA|1108
16101|CUARTA|1109
16102|PRIMERA|1110
16103|CUARTA|1111
16104|SEGUNDA|1112
16105|SEGUNDA|1113
16106|CUARTA|1114
16107|SEGUNDA|1115
16108|SEGUNDA|1116
16109|PRIMERA|1117
16110|(2) Dos tenedores|1118
16111|(2) Dos tenedores|1119
16112|PRIMERA|1120
16113|(2) Dos tenedores|1121
16114|PRIMERA|1122
16115|RENT A CAR|1123
16116|Categoría única|1124
16117|CUARTA|1125
16118|TERCERA|1126
16119|(1) Un tenedor|1127
16120|TERCERA|1128
16121|CUARTA|1129
16122|RENT A CAR|1130
16123|OPERADOR TURÍSTICO|1131
16124|OPERADOR TURÍSTICO|1132
16125|1 Estrellas|1133
16126|SEGUNDA|1134
16127|TERCERA|1135
16128|SEGUNDA|1136
16129|3 Estrellas|1137
16130|SEGUNDA|1138
16131|1 Estrellas|1139
16132|2 Estrellas|1140
16133|SEGUNDA|1141
16134|PRIMERA|1142
16135|TERCERA|1143
16136|1 Estrellas|1144
16137|(2) Dos tenedores|1145
16138|PRIMERA|1146
16139|3 Estrellas|1147
16140|4 Estrellas|1148
16141|OPERADOR TURÍSTICO|1149
16142|TERCERA|1150
16143|CUARTA|1151
16144|SEGUNDA|1152
16145|Categoría única|1153
16146|TERCERA|1154
16147|TERCERA|1155
16148|SEGUNDA|1156
16149|1 Estrellas|1157
16150|Categoría única|1158
16151|CUARTA|1159
16152|TERCERA|1160
16153|CUARTA|1161
16154|CUARTA|1162
16155|CUARTA|1163
16156|TERCERA|1164
16157|SEGUNDA|1165
16158|SEGUNDA|1166
16159|SEGUNDA|1167
16160|SEGUNDA|1168
16161|PRIMERA|1169
16162|SEGUNDA|1170
16163|Categoría única|1171
16164|Categoría única|1172
16165|SEGUNDA|1173
16166|PRIMERA|1174
16167|SEGUNDA|1175
16168|SEGUNDA|1176
16169|SEGUNDA|1177
16170|SEGUNDA|1178
16171|TERCERA|1179
16172|4 Estrellas|1180
16173|TERCERA|1181
16174|SEGUNDA|1182
16175|TERCERA|1183
16176|Categoría única|1184
16177|1 Estrellas|1185
16178|SEGUNDA|1186
16179|TERCERA|1187
16180|TERCERA|1188
16181|(3) Tres tenedores|1189
16182|SEGUNDA|1190
16183|SEGUNDA|1191
16184|SEGUNDA|1192
16185|SEGUNDA|1193
16186|SEGUNDA|1194
16187|(5) Cinco tenedores|1195
16188|Categoría única|1196
16189|Categoría única|1197
16190|1 Estrellas|1198
16191|PRIMERA|1199
16192|1 Estrellas|1200
16193|TERCERA|1201
16194|3 Estrellas|1202
16195|CUARTA|1203
16196|(1) Una copa|1204
16197|CUARTA|1205
16198|SEGUNDA|1206
16199|PRIMERA|1207
16200|PRIMERA|1208
16201|Categoría única|1209
16202|SEGUNDA|1210
16203|TERCERA|1211
16204|SEGUNDA|1212
16205|TERCERA|1213
16206|PRIMERA|1214
16207|SEGUNDA|1215
16208|2 Estrellas|1216
16209|SEGUNDA|1217
16210|AGENCIA DE VIAJES DUAL|1218
16211|(2) Dos tenedores|1219
16212|SEGUNDA|1220
16213|SEGUNDA|1221
16214|2 Estrellas|1222
16215|CUARTA|1223
16216|SEGUNDA|1224
16217|(1) Un tenedor|1225
16218|PRIMERA|1226
16219|SEGUNDA|1227
16220|TERCERA|1228
16221|TERCERA|1229
16222|3 Estrellas|1230
16223|CUARTA|1231
16224|SEGUNDA|1232
16225|3 Estrellas|1233
16226|TERCERA|1234
16227|PRIMERA|1235
16228|OPERADOR TURÍSTICO|1236
16229|AGENCIA DE VIAJES INTERNACIONAL|1237
16230|SEGUNDA|1238
16231|CUARTA|1239
16232|CUARTA|1240
16233|SEGUNDA|1241
16234|3 Estrellas|1242
16235|Categoría única|1243
16236|SEGUNDA|1244
16237|PRIMERA|1245
16238|TERCERA|1246
16239|OPERADOR TURÍSTICO|1247
16240|3 Estrellas|1248
16241|TERCERA|1249
16242|3 Estrellas|1250
16243|Categoría única|1251
16244|SEGUNDA|1252
16245|1 Estrellas|1253
16246|TERCERA|1254
16247|AGENCIA DE VIAJES INTERNACIONAL|1255
16248|OPERADOR TURÍSTICO|1256
16249|1 Estrellas|1257
16250|4 Estrellas|1258
16251|RENT A CAR|1259
16252|SEGUNDA|1260
16253|SEGUNDA|1261
16254|SEGUNDA|1262
16255|TERCERA|1263
16256|SEGUNDA|1264
16257|(2) Dos tenedores|1265
16258|TERCERA|1266
16259|SEGUNDA|1267
16260|TERCERA|1268
16261|SEGUNDA|1269
16262|TERCERA|1270
16263|CUARTA|1271
16264|TERCERA|1272
16265|CUARTA|1273
16266|TERCERA|1274
16267|TERCERA|1275
16268|CUARTA|1276
16269|SEGUNDA|1277
16270|TERCERA|1278
16271|TERCERA|1279
16272|TERCERA|1280
16273|TERCERA|1281
16274|CUARTA|1282
16275|TERCERA|1283
16276|TERCERA|1284
16277|TERCERA|1285
16278|SEGUNDA|1286
16279|(1) Un tenedor|1287
16280|TERCERA|1288
16281|TERCERA|1289
16282|TERCERA|1290
16283|SEGUNDA|1291
16284|CUARTA|1292
16285|TERCERA|1293
16286|SEGUNDA|1294
16287|TERCERA|1295
16288|TERCERA|1296
16289|CUARTA|1297
16290|(1) Un tenedor|1298
16291|TERCERA|1299
16292|CUARTA|1300
16293|TERCERA|1301
16294|CUARTA|1302
16295|TERCERA|1303
16296|TERCERA|1304
16297|CUARTA|1305
16298|CUARTA|1306
16299|CUARTA|1307
16300|CUARTA|1308
16301|CUARTA|1309
16302|SEGUNDA|1310
16303|CUARTA|1311
16304|(1) Un tenedor|1312
16305|SEGUNDA|1313
16306|CUARTA|1314
16307|TERCERA|1315
16308|TERCERA|1316
16309|TERCERA|1317
16310|SEGUNDA|1318
16311|TERCERA|1319
16312|TERCERA|1320
16313|CUARTA|1321
16314|SEGUNDA|1322
16315|SEGUNDA|1323
16316|TERCERA|1324
16317|SEGUNDA|1325
16318|SEGUNDA|1326
16319|SEGUNDA|1327
16320|SEGUNDA|1328
16321|PRIMERA|1329
16322|SEGUNDA|1330
16323|TERCERA|1331
16324|TERCERA|1332
16325|CUARTA|1333
16326|SEGUNDA|1334
16327|TERCERA|1335
16328|SEGUNDA|1336
16329|CUARTA|1337
16330|TERCERA|1338
16331|TERCERA|1339
16332|CUARTA|1340
16333|CUARTA|1341
16334|CUARTA|1342
16335|CUARTA|1343
16336|TERCERA|1344
16337|CUARTA|1345
16338|TERCERA|1346
16339|TERCERA|1347
16340|TERCERA|1348
16341|(1) Un tenedor|1349
16342|PRIMERA|1350
16343|Categoría única|1351
16344|TERCERA|1352
16345|1 Estrellas|1353
16346|SEGUNDA|1354
16347|PRIMERA|1355
16348|SEGUNDA|1356
16349|(2) Dos tenedores|1357
16350|TERCERA|1358
16351|(2) Dos tenedores|1359
16352|CUARTA|1360
16353|(2) Dos tenedores|1361
16354|SEGUNDA|1362
16355|TERCERA|1363
16356|CUARTA|1364
16357|CUARTA|1365
16358|SEGUNDA|1366
16359|SEGUNDA|1367
16360|CUARTA|1368
16361|TERCERA|1369
16362|CUARTA|1370
16363|TERCERA|1371
16364|SEGUNDA|1372
16365|CUARTA|1373
16366|1 Estrellas|1374
16367|SEGUNDA|1375
16368|OPERADOR TURÍSTICO|1376
16369|SEGUNDA|1377
16370|TERCERA|1378
16371|SEGUNDA|1379
16372|SEGUNDA|1380
16373|SEGUNDA|1381
16374|3 Estrellas|1382
16375|SEGUNDA|1383
16376|AGENCIA DE VIAJES DUAL|1384
16377|TERCERA|1385
16378|SEGUNDA|1386
16379|TERCERA|1387
16380|SEGUNDA|1388
16381|(1) Un tenedor|1389
16382|(1) Un tenedor|1390
16383|SEGUNDA|1391
16384|TERCERA|1392
16385|TERCERA|1393
16386|TERCERA|1394
16387|RENT A CAR|1395
16388|SEGUNDA|1396
16389|Categoría única|1397
16390|SEGUNDA|1398
16391|TERCERA|1399
16392|CUARTA|1400
16393|CUARTA|1401
16394|SEGUNDA|1402
16395|TERCERA|1403
16396|TERCERA|1404
16397|TERCERA|1405
16398|CUARTA|1406
16399|(1) Un tenedor|1407
16400|CUARTA|1408
16401|TERCERA|1409
16402|CUARTA|1410
16403|(1) Un tenedor|1411
16404|SEGUNDA|1412
16405|SEGUNDA|1413
16406|SEGUNDA|1414
16407|CUARTA|1415
16408|SEGUNDA|1416
16409|TERCERA|1417
16410|TERCERA|1418
16411|TERCERA|1419
16412|TERCERA|1420
16413|TERCERA|1421
16414|TERCERA|1422
16415|TERCERA|1423
16416|SEGUNDA|1424
16417|TERCERA|1425
16418|CUARTA|1426
16419|TERCERA|1427
16420|SEGUNDA|1428
16421|TERCERA|1429
16422|TERCERA|1430
16423|TERCERA|1431
16424|TERCERA|1432
16425|SEGUNDA|1433
16426|TERCERA|1434
16427|TERCERA|1435
16428|TERCERA|1436
16429|TERCERA|1437
16430|CUARTA|1438
16431|CUARTA|1439
16432|SEGUNDA|1440
16433|SEGUNDA|1441
16434|TERCERA|1442
16435|TERCERA|1443
16436|CUARTA|1444
16437|CUARTA|1445
16438|CUARTA|1446
16439|TERCERA|1447
16440|CUARTA|1448
16441|SEGUNDA|1449
16442|TERCERA|1450
16443|TERCERA|1451
16444|CUARTA|1452
16445|TERCERA|1453
16446|CUARTA|1454
16447|SEGUNDA|1455
16448|SEGUNDA|1456
16449|SEGUNDA|1457
16450|CUARTA|1458
16451|CUARTA|1459
16452|CUARTA|1460
16453|CUARTA|1461
16454|TERCERA|1462
16455|TERCERA|1463
16456|CUARTA|1464
16457|CUARTA|1465
16458|TERCERA|1466
16459|CUARTA|1467
16460|TERCERA|1468
16461|TERCERA|1469
16462|CUARTA|1470
16463|TERCERA|1471
16464|TERCERA|1472
16465|TERCERA|1473
16466|TERCERA|1474
16467|TERCERA|1475
16468|CUARTA|1476
16469|SEGUNDA|1477
16470|TERCERA|1478
16471|TERCERA|1479
16472|CUARTA|1480
16473|CUARTA|1481
16474|TERCERA|1482
16475|TERCERA|1483
16476|TERCERA|1484
16477|SEGUNDA|1485
16478|TERCERA|1486
16479|TERCERA|1487
16480|TERCERA|1488
16481|TERCERA|1489
16482|CUARTA|1490
16483|TERCERA|1491
16484|TERCERA|1492
16485|TERCERA|1493
16486|TERCERA|1494
16487|TERCERA|1495
16488|SEGUNDA|1496
16489|SEGUNDA|1497
16490|CUARTA|1498
16491|CUARTA|1499
16492|TERCERA|1500
16493|TERCERA|1501
16494|TERCERA|1502
16495|TERCERA|1503
16496|CUARTA|1504
16497|TERCERA|1505
16498|TERCERA|1506
16499|(1) Un tenedor|1507
16500|TERCERA|1508
16501|TERCERA|1509
16502|(1) Un tenedor|1510
16503|CUARTA|1511
16504|TERCERA|1512
16505|SEGUNDA|1513
16506|TERCERA|1514
16507|TERCERA|1515
16508|CUARTA|1516
16509|TERCERA|1517
16510|TERCERA|1518
16511|CUARTA|1519
16512|TERCERA|1520
16513|(3) Tres tenedores|1521
16514|SEGUNDA|1522
16515|CUARTA|1523
16516|TERCERA|1524
16517|TERCERA|1525
16518|CUARTA|1526
16519|TERCERA|1527
16520|CUARTA|1528
16521|TERCERA|1529
16522|CUARTA|1530
16523|TERCERA|1531
16524|CUARTA|1532
16525|CUARTA|1533
16526|TERCERA|1534
16527|TERCERA|1535
16528|TERCERA|1536
16529|CUARTA|1537
16530|TERCERA|1538
16531|TERCERA|1539
16532|CUARTA|1540
16533|TERCERA|1541
16534|CUARTA|1542
16535|CUARTA|1543
16536|CUARTA|1544
16537|(2) Dos tenedores|1545
16538|CUARTA|1546
16539|TERCERA|1547
16540|TERCERA|1548
16541|TERCERA|1549
16542|TERCERA|1550
16543|TERCERA|1551
16544|CUARTA|1552
16545|TERCERA|1553
16546|TERCERA|1554
16547|CUARTA|1555
16548|TERCERA|1556
16549|SEGUNDA|1557
16550|CUARTA|1558
16551|TERCERA|1559
16552|TERCERA|1560
16553|CUARTA|1561
16554|SEGUNDA|1562
16555|TERCERA|1563
16556|TERCERA|1564
16557|(1) Un tenedor|1565
16558|CUARTA|1566
16559|CUARTA|1567
16560|CUARTA|1568
16561|CUARTA|1569
16562|CUARTA|1570
16563|CUARTA|1571
16564|CUARTA|1572
16565|CUARTA|1573
16566|TERCERA|1574
16567|CUARTA|1575
16568|TERCERA|1576
16569|TERCERA|1577
16570|CUARTA|1578
16571|CUARTA|1579
16572|CUARTA|1580
16573|TERCERA|1581
16574|TERCERA|1582
16575|SEGUNDA|1583
16576|PRIMERA|1584
16577|PRIMERA|1585
16578|PRIMERA|1586
16579|PRIMERA|1587
16580|PRIMERA|1588
16581|(4) Cuatro tenedores|1589
16582|PRIMERA|1590
16583|TERCERA|1591
16584|TERCERA|1592
16585|SEGUNDA|1593
16586|PRIMERA|1594
16587|CUARTA|1595
16588|PRIMERA|1596
16589|PRIMERA|1597
16590|(1) Una tazas|1598
16591|TERCERA|1599
16592|TERCERA|1600
16593|CUARTA|1601
16594|SEGUNDA|1602
16595|TERCERA|1603
16596|SERVICIO TRANSP.TERRES.TURIS.|1604
16597|TERCERA|1605
16598|PRIMERA|1606
16599|TERCERA|1607
16600|TERCERA|1608
16601|TERCERA|1609
16602|TERCERA|1610
16603|Categoría única|1611
16604|CUARTA|1612
16605|SEGUNDA|1613
16606|TERCERA|1614
16607|SEGUNDA|1615
16608|SEGUNDA|1616
16609|TERCERA|1617
16610|3 Estrellas|1618
16611|(1) Un tenedor|1619
16612|(1) Un tenedor|1620
16613|(1) Un tenedor|1621
16614|SEGUNDA|1622
16615|SEGUNDA|1623
16616|PRIMERA|1624
16617|SEGUNDA|1625
16618|SEGUNDA|1626
16619|SEGUNDA|1627
16620|SEGUNDA|1628
16621|PRIMERA|1629
16622|TERCERA|1630
16623|CUARTA|1631
16624|TERCERA|1632
16625|TERCERA|1633
16626|CUARTA|1634
16627|TERCERA|1635
16628|TERCERA|1636
16629|(1) Una copa|1637
16630|CUARTA|1638
16631|TERCERA|1639
16632|TERCERA|1640
16633|TERCERA|1641
16634|PRIMERA|1642
16635|TERCERA|1643
16636|TERCERA|1644
16637|CUARTA|1645
16638|TERCERA|1646
16639|TERCERA|1647
16640|PRIMERA|1648
16641|TERCERA|1649
16642|TERCERA|1650
16643|PRIMERA|1651
16644|SEGUNDA|1652
16645|2 Estrellas|1653
16646|SEGUNDA|1654
16647|TERCERA|1655
16648|TERCERA|1656
16649|1 Estrellas|1657
16650|TERCERA|1658
16651|Categoría única|1659
16652|OPERADOR TURÍSTICO|1660
16653|TERCERA|1661
16654|2 Estrellas|1662
16655|1 Estrellas|1663
16656|TERCERA|1664
16657|AGENCIA DE VIAJES MAYORISTA|1665
16658|PRIMERA|1666
16659|SEGUNDA|1667
16660|SEGUNDA|1668
16661|SEGUNDA|1669
16662|AGENCIA DE VIAJES DUAL|1670
16663|2 Estrellas|1671
16664|TERCERA|1672
16665|CUARTA|1673
16666|AGENCIA DE VIAJES DUAL|1674
16667|AGENCIA DE VIAJES DUAL|1675
16668|TERCERA|1676
16669|PRIMERA|1677
16670|(2) Dos tenedores|1678
16671|TERCERA|1679
16672|TERCERA|1680
16673|TERCERA|1681
16674|CUARTA|1682
16675|SEGUNDA|1683
16676|SEGUNDA|1684
16677|(2) Dos copas|1685
16678|(1) Una copa|1686
16679|TERCERA|1687
16680|TERCERA|1688
16681|TERCERA|1689
16682|TERCERA|1690
16683|TERCERA|1691
16684|TERCERA|1692
16685|TERCERA|1693
16686|TERCERA|1694
16687|CUARTA|1695
16688|CUARTA|1696
16689|TERCERA|1697
16690|SEGUNDA|1698
16691|PRIMERA|1699
16692|PRIMERA|1700
16693|PRIMERA|1701
16694|TERCERA|1702
16695|(1) Una copa|1703
16696|TERCERA|1704
16697|SEGUNDA|1705
16698|SEGUNDA|1706
16699|3 Estrellas|1707
16700|TERCERA|1708
16701|TERCERA|1709
16702|TERCERA|1710
16703|TERCERA|1711
16704|TERCERA|1712
16705|TERCERA|1713
16706|TERCERA|1714
16707|TERCERA|1715
16708|TERCERA|1716
16709|SEGUNDA|1717
16710|SEGUNDA|1718
16711|CUARTA|1719
16712|(1) Una tazas|1720
16713|CUARTA|1721
16714|TERCERA|1722
16715|PRIMERA|1723
16716|SEGUNDA|1724
16717|(1) Una taza|1725
16718|SEGUNDA|1726
16719|SEGUNDA|1727
16720|TERCERA|1728
16721|TERCERA|1729
16722|TERCERA|1730
16723|SEGUNDA|1731
16724|PRIMERA|1732
16725|1 Estrellas|1733
16726|2 Estrellas|1734
16727|CUARTA|1735
16728|PRIMERA|1736
16729|TERCERA|1737
16730|CUARTA|1738
16731|TERCERA|1739
16732|TERCERA|1740
16733|AGENCIA DE VIAJES INTERNACIONAL|1741
16734|TERCERA|1742
16735|SERVICIO TRANSP.TERRES.TURIS.|1743
16736|TERCERA|1744
16737|CUARTA|1745
16738|CUARTA|1746
16739|CUARTA|1747
16740|CUARTA|1748
16741|CUARTA|1749
16742|CUARTA|1750
16743|CUARTA|1751
16744|CUARTA|1752
16745|CUARTA|1753
16746|CUARTA|1754
16747|CUARTA|1755
16748|TERCERA|1756
16749|CUARTA|1757
16750|CUARTA|1758
16751|CUARTA|1759
16752|CUARTA|1760
16753|CUARTA|1761
16754|CUARTA|1762
16755|CUARTA|1763
16756|TERCERA|1764
16757|CUARTA|1765
16758|CUARTA|1766
16759|CUARTA|1767
16760|SEGUNDA|1768
16761|SEGUNDA|1769
16762|SEGUNDA|1770
16763|(1) Un tenedor|1771
16764|SEGUNDA|1772
16765|(1) Un tenedor|1773
16766|SEGUNDA|1774
16767|(1) Un tenedor|1775
16768|SEGUNDA|1776
16769|(1) Un tenedor|1777
16770|SEGUNDA|1778
16771|SEGUNDA|1779
16772|SEGUNDA|1780
16773|Categoría única|1781
16774|PRIMERA|1782
16775|SEGUNDA|1783
16776|SEGUNDA|1784
16777|TERCERA|1785
16778|TERCERA|1786
16779|TERCERA|1787
16780|TERCERA|1788
16781|CUARTA|1789
16782|CUARTA|1790
16783|SEGUNDA|1791
16784|TERCERA|1792
16785|TERCERA|1793
16786|SEGUNDA|1794
16787|Categoría única|1795
16788|CUARTA|1796
16789|AGENCIA DE VIAJES INTERNACIONAL|1797
16790|SERVICIO TRANSP.TERRES.TURIS.|1798
16791|OPERADOR TURÍSTICO|1799
16792|OPERADOR TURÍSTICO|1800
16793|TERCERA|1801
16794|AGENCIA DE VIAJES DUAL|1802
16795|AGENCIA DE VIAJES DUAL|1803
16796|CUARTA|1804
16797|SEGUNDA|1805
16798|3 Estrellas|1806
16799|3 Estrellas|1807
16800|SEGUNDA|1808
16801|SEGUNDA|1809
16802|SEGUNDA|1810
16803|Categoría única|1811
16804|Categoría única|1812
16805|Categoría única|1813
16806|Categoría única|1814
16807|CUARTA|1815
16808|TERCERA|1816
16809|CUARTA|1817
16810|TERCERA|1818
16811|CUARTA|1819
16812|TERCERA|1820
16813|CUARTA|1821
16814|SEGUNDA|1822
16815|CUARTA|1823
16816|AGENCIA DE VIAJES DUAL|1824
16817|AGENCIA DE VIAJES INTERNACIONAL|1825
16818|OPERADOR TURÍSTICO|1826
16819|CUARTA|1827
16820|AGENCIA DE VIAJES INTERNACIONAL|1828
16821|PRIMERA|1829
16822|AGENCIA DE VIAJES INTERNACIONAL|1830
16823|AGENCIA DE VIAJES INTERNACIONAL|1831
16824|AGENCIA DE VIAJES INTERNACIONAL|1832
16825|AGENCIA DE VIAJES INTERNACIONAL|1833
16826|AGENCIA DE VIAJES DUAL|1834
16827|TERCERA|1835
16828|CUARTA|1836
16829|TERCERA|1837
16830|INTER_OPER|1838
16831|INTER_OPER|1839
16832|INTER_OPER|1840
16833|TERCERA|1841
16834|TERCERA|1842
16835|CUARTA|1843
16836|2 Estrellas|1844
16837|TERCERA|1845
16838|(1) Un tenedor|1846
16839|CUARTA|1847
16840|SEGUNDA|1848
16841|TERCERA|1849
16842|SEGUNDA|1850
16843|TERCERA|1851
16844|PRIMERA|1852
16845|TERCERA|1853
16846|AGENCIA DE VIAJES DUAL|1854
16847|AGENCIA DE VIAJES DUAL|1855
16848|PRIMERA|1856
16849|TERCERA|1857
16850|CUARTA|1858
16851|CUARTA|1859
16852|TERCERA|1860
16853|1 Estrellas|1861
16854|TERCERA|1862
16855|CUARTA|1863
16856|OPERADOR TURÍSTICO|1864
16857|(1) Una copa|1865
16858|CUARTA|1866
16859|CUARTA|1867
16860|TERCERA|1868
16861|TERCERA|1869
16862|CUARTA|1870
16863|TERCERA|1871
16864|TERCERA|1872
16865|SEGUNDA|1873
16866|SEGUNDA|1874
16867|TERCERA|1875
16868|SEGUNDA|1876
16869|TERCERA|1877
16870|TERCERA|1878
16871|CUARTA|1879
16872|TERCERA|1880
16873|SERVICIO TRANSP.TERRES.TURIS.|1881
16874|OPERADOR TURÍSTICO|1882
16875|SERVICIO TRANSP.TERRES.TURIS.|1883
16876|CUARTA|1884
16877|4 Estrellas|1885
16878|TERCERA|1886
16879|AGENCIA DE VIAJES DUAL|1887
16880|TERCERA|1888
16881|TERCERA|1889
16882|TERCERA|1890
16883|TERCERA|1891
16884|TERCERA|1892
16885|(1) Una taza|1893
16886|SEGUNDA|1894
16887|TERCERA|1895
16888|SEGUNDA|1896
16889|3 Estrellas|1897
16890|AGENCIA DE VIAJES INTERNACIONAL|1898
16891|TERCERA|1899
16892|TERCERA|1900
16893|TERCERA|1901
16894|CUARTA|1902
16895|OPERADOR TURÍSTICO|1903
16896|SEGUNDA|1904
16897|RENT A CAR|1905
16898|RENT A CAR|1906
16899|RENT A CAR|1907
16900|AGENCIA DE VIAJES DUAL|1908
16901|AGENCIA DE VIAJES DUAL|1909
16902|AGENCIA DE VIAJES MAYORISTA|1910
16903|SEGUNDA|1911
16904|SEGUNDA|1912
16905|1 Estrellas|1913
16906|SEGUNDA|1914
16907|AGENCIA DE VIAJES INTERNACIONAL|1915
16908|TERCERA|1916
16909|TERCERA|1917
16910|TERCERA|1918
16911|TERCERA|1919
16912|TERCERA|1920
16913|TERCERA|1921
16914|SEGUNDA|1922
16915|TERCERA|1923
16916|SEGUNDA|1924
16917|SEGUNDA|1925
16918|TERCERA|1926
16919|CUARTA|1927
16920|Categoría única|1928
16921|TERCERA|1929
16922|(2) Dos tenedores|1930
16923|CUARTA|1931
16924|CUARTA|1932
16925|TERCERA|1933
16926|SEGUNDA|1934
16927|1 Estrellas|1935
16928|3 Estrellas|1936
16929|CUARTA|1937
16930|2 Estrellas|1938
16931|SEGUNDA|1939
16932|SEGUNDA|1940
16933|PRIMERA|1941
16934|SEGUNDA|1942
16935|CUARTA|1943
16936|CUARTA|1944
16937|SEGUNDA|1945
16938|SEGUNDA|1946
16939|1 Estrellas|1947
16940|CUARTA|1948
16941|TERCERA|1949
16942|SEGUNDA|1950
16943|TERCERA|1951
16944|CUARTA|1952
16945|TERCERA|1953
16946|TERCERA|1954
16947|2 Estrellas|1955
16948|SEGUNDA|1956
16949|SEGUNDA|1957
16950|PRIMERA|1958
16951|1 Estrellas|1959
16952|TERCERA|1960
16953|SEGUNDA|1961
16954|SEGUNDA|1962
16955|SEGUNDA|1963
16956|CUARTA|1964
16957|(1) Una copa|1965
16958|CUARTA|1966
16959|2 Estrellas|1967
16960|CUARTA|1968
16961|OPERADOR TURÍSTICO|1969
16962|TERCERA|1970
16963|TERCERA|1971
16964|(1) Una copa|1972
16965|CUARTA|1973
16966|AGENCIA DE VIAJES INTERNACIONAL|1974
16967|SEGUNDA|1975
16968|TERCERA|1976
16969|CUARTA|1977
16970|CUARTA|1978
16971|SEGUNDA|1979
16972|TERCERA|1980
16973|TERCERA|1981
16974|SEGUNDA|1982
16975|CUARTA|1983
16976|CUARTA|1984
16977|TERCERA|1985
16978|SEGUNDA|1986
16979|CUARTA|1987
16980|TERCERA|1988
16981|TERCERA|1989
16982|SEGUNDA|1990
16983|TERCERA|1991
16984|SEGUNDA|1992
16985|TERCERA|1993
16986|TERCERA|1994
16987|CUARTA|1995
16988|TERCERA|1996
16989|SEGUNDA|1997
16990|SEGUNDA|1998
16991|CUARTA|1999
16992|TERCERA|2000
16993|SEGUNDA|2001
16994|SEGUNDA|2002
16995|SEGUNDA|2003
16996|SEGUNDA|2004
16997|TERCERA|2005
16998|TERCERA|2006
16999|TERCERA|2007
17000|SEGUNDA|2008
17001|TERCERA|2009
17002|CUARTA|2010
17003|CUARTA|2011
17004|CUARTA|2012
17005|TERCERA|2013
17006|TERCERA|2014
17007|AGENCIA DE VIAJES DUAL|2015
17008|2 Estrellas|2016
17009|TERCERA|2017
17010|CUARTA|2018
17011|CUARTA|2019
17012|SEGUNDA|2020
17013|TERCERA|2021
17014|(1) Un tenedor|2022
17015|AGENCIA DE VIAJES DUAL|2023
17016|CUARTA|2024
17017|CUARTA|2025
17018|TERCERA|2026
17019|TERCERA|2027
17020|SEGUNDA|2028
17021|CUARTA|2029
17022|AGENCIA DE VIAJES DUAL|2030
17023|TERCERA|2031
17024|CUARTA|2032
17025|CUARTA|2033
17026|CUARTA|2034
17027|2 Estrellas|2035
17028|CUARTA|2036
17029|TERCERA|2037
17030|TERCERA|2038
17031|TERCERA|2039
17032|TERCERA|2040
17033|SEGUNDA|2041
17034|PRIMERA|2042
17035|TERCERA|2043
17036|TERCERA|2044
17037|TERCERA|2045
17038|TERCERA|2046
17039|TERCERA|2047
17040|CUARTA|2048
17041|4 Estrellas|2049
17042|(1) Una copa|2050
17043|OPERADOR TURÍSTICO|2051
17044|TERCERA|2052
17045|PRIMERA|2053
17046|PRIMERA|2054
17047|TERCERA|2055
17048|TERCERA|2056
17049|3 Estrellas|2057
17050|3 Estrellas|2058
17051|3 Estrellas|2059
17052|SEGUNDA|2060
17053|CUARTA|2061
17054|SEGUNDA|2062
17055|TERCERA|2063
17056|TERCERA|2064
17057|TERCERA|2065
17058|TERCERA|2066
17059|TERCERA|2067
17060|(1) Un tenedor|2068
17061|CUARTA|2069
17062|AGENCIA DE VIAJES INTERNACIONAL|2070
17063|SEGUNDA|2071
17064|CUARTA|2072
17065|CUARTA|2073
