id|id_1|id_2
45798|821|30806
45799|822|30807
45800|823|30808
45801|824|30809
45802|825|30810
45803|826|30811
45804|827|30812
45805|828|30813
45806|829|30814
45807|830|30815
45808|831|30816
45809|832|30817
45810|833|30818
45811|834|30819
45812|835|30820
45813|836|30821
45814|837|30822
45815|838|30823
45816|839|30824
45817|840|30825
45818|841|30826
45819|842|30827
45820|843|30828
45821|844|30829
45822|845|30830
45823|846|30831
45824|847|30832
45825|848|30833
45826|849|30834
45827|850|30835
45828|851|30836
45829|852|30837
45830|853|30838
45831|854|30839
45832|855|30840
45833|856|30841
45834|857|30842
45835|858|30843
45836|859|30844
45837|860|30845
45838|861|30846
45839|862|30847
45840|863|30848
45841|864|30849
45842|865|30850
45843|866|30851
45844|867|30852
45845|868|30853
45846|869|30854
45847|870|30855
45848|871|30856
45849|872|30857
45850|873|30858
45851|874|30859
45852|875|30860
45853|876|30861
45854|877|30862
45855|878|30863
45856|879|30864
45857|880|30865
45858|881|30866
45859|882|30867
45860|883|30868
45861|884|30869
45862|885|30870
45863|886|30871
45864|887|30872
45865|888|30873
45866|889|30874
45867|890|30875
45868|891|30876
45869|892|30877
45870|893|30878
45871|894|30879
45872|895|30880
45873|896|30881
45874|897|30882
45875|898|30883
45876|899|30884
45877|900|30885
45878|901|30886
45879|902|30887
45880|903|30888
45881|904|30889
45882|905|30890
45883|906|30891
45884|907|30892
45885|908|30893
45886|909|30894
45887|910|30895
45888|911|30896
45889|912|30897
45890|913|30898
45891|914|30899
45892|915|30900
45893|916|30901
45894|917|30902
45895|918|30903
45896|919|30904
45897|920|30905
45898|921|30906
45899|922|30907
45900|923|30908
45901|924|30909
45902|925|30910
45903|926|30911
45904|927|30912
45905|928|30913
45906|929|30914
45907|930|30915
45908|931|30916
45909|932|30917
45910|933|30918
45911|934|30919
45912|935|30920
45913|936|30921
45914|937|30922
45915|938|30923
45916|939|30924
45917|940|30925
45918|941|30926
45919|942|30927
45920|943|30928
45921|944|30929
45922|945|30930
45923|946|30931
45924|947|30932
45925|948|30933
45926|949|30934
45927|950|30935
45928|951|30936
45929|952|30937
45930|953|30938
45931|954|30939
45932|955|30940
45933|956|30941
45934|957|30942
45935|958|30943
45936|959|30944
45937|960|30945
45938|961|30946
45939|962|30947
45940|963|30948
45941|964|30949
45942|965|30950
45943|966|30951
45944|967|30952
45945|968|30953
45946|969|30954
45947|970|30955
45948|971|30956
45949|972|30957
45950|973|30958
45951|974|30959
45952|975|30960
45953|976|30961
45954|977|30962
45955|978|30963
45956|979|30964
45957|980|30965
45958|981|30966
45959|982|30967
45960|983|30968
45961|984|30969
45962|985|30970
45963|986|30971
45964|987|30972
45965|988|30973
45966|989|30974
45967|990|30975
45968|991|30976
45969|992|30977
45970|993|30978
45971|994|30979
45972|995|30980
45973|996|30981
45974|997|30982
45975|998|30983
45976|999|30984
45977|1000|30985
45978|1001|30986
45979|1002|30987
45980|1003|30988
45981|1004|30989
45982|1005|30990
45983|1006|30991
45984|1007|30992
45985|1008|30993
45986|1009|30994
45987|1010|30995
45988|1011|30996
45989|1012|30997
45990|1013|30998
45991|1014|30999
45992|1015|31000
45993|1016|31001
45994|1017|31002
45995|1018|31003
45996|1019|31004
45997|1020|31005
45998|1021|31006
45999|1022|31007
46000|1023|31008
46001|1024|31009
46002|1025|31010
46003|1026|31011
46004|1027|31012
46005|1028|31013
46006|1029|31014
46007|1030|31015
46008|1031|31016
46009|1032|31017
46010|1033|31018
46011|1034|31019
46012|1035|31020
46013|1036|31021
46014|1037|31022
46015|1038|31023
46016|1039|31024
46017|1040|31025
46018|1041|31026
46019|1042|31027
46020|1043|31028
46021|1044|31029
46022|1045|31030
46023|1046|31031
46024|1047|31032
46025|1048|31033
46026|1049|31034
46027|1050|31035
46028|1051|31036
46029|1052|31037
46030|1053|31038
46031|1054|31039
46032|1055|31040
46033|1056|31041
46034|1057|31042
46035|1058|31043
46036|1059|31044
46037|1060|31045
46038|1061|31046
46039|1062|31047
46040|1063|31048
46041|1064|31049
46042|1065|31050
46043|1066|31051
46044|1067|31052
46045|1068|31053
46046|1069|31054
46047|1070|31055
46048|1071|31056
46049|1072|31057
46050|1073|31058
46051|1074|31059
46052|1075|31060
46053|1076|31061
46054|1077|31062
46055|1078|31063
46056|1079|31064
46057|1080|31065
46058|1081|31066
46059|1082|31067
46060|1083|31068
46061|1084|31069
46062|1085|31070
46063|1086|31071
46064|1087|31072
46065|1088|31073
46066|1089|31074
46067|1090|31075
46068|1091|31076
46069|1092|31077
46070|1093|31078
46071|1094|31079
46072|1095|31080
46073|1096|31081
46074|1097|31082
46075|1098|31083
46076|1099|31084
46077|1100|31085
46078|1101|31086
46079|1102|31087
46080|1103|31088
46081|1104|31089
46082|1105|31090
46083|1106|31091
46084|1107|31092
46085|1108|31093
46086|1109|31094
46087|1110|31095
46088|1111|31096
46089|1112|31097
46090|1113|31098
46091|1114|31099
46092|1115|31100
46093|1116|31101
46094|1117|31102
46095|1118|31103
46096|1119|31104
46097|1120|31105
46098|1121|31106
46099|1122|31107
46100|1123|31108
46101|1124|31109
46102|1125|31110
46103|1126|31111
46104|1127|31112
46105|1128|31113
46106|1129|31114
46107|1130|31115
46108|1131|31116
46109|1132|31117
46110|1133|31118
46111|1134|31119
46112|1135|31120
46113|1136|31121
46114|1137|31122
46115|1138|31123
46116|1139|31124
46117|1140|31125
46118|1141|31126
46119|1142|31127
46120|1143|31128
46121|1144|31129
46122|1145|31130
46123|1146|31131
46124|1147|31132
46125|1148|31133
46126|1149|31134
46127|1150|31135
46128|1151|31136
46129|1152|31137
46130|1153|31138
46131|1154|31139
46132|1155|31140
46133|1156|31141
46134|1157|31142
46135|1158|31143
46136|1159|31144
46137|1160|31145
46138|1161|31146
46139|1162|31147
46140|1163|31148
46141|1164|31149
46142|1165|31150
46143|1166|31151
46144|1167|31152
46145|1168|31153
46146|1169|31154
46147|1170|31155
46148|1171|31156
46149|1172|31157
46150|1173|31158
46151|1174|31159
46152|1175|31160
46153|1176|31161
46154|1177|31162
46155|1178|31163
46156|1179|31164
46157|1180|31165
46158|1181|31166
46159|1182|31167
46160|1183|31168
46161|1184|31169
46162|1185|31170
46163|1186|31171
46164|1187|31172
46165|1188|31173
46166|1189|31174
46167|1190|31175
46168|1191|31176
46169|1192|31177
46170|1193|31178
46171|1194|31179
46172|1195|31180
46173|1196|31181
46174|1197|31182
46175|1198|31183
46176|1199|31184
46177|1200|31185
46178|1201|31186
46179|1202|31187
46180|1203|31188
46181|1204|31189
46182|1205|31190
46183|1206|31191
46184|1207|31192
46185|1208|31193
46186|1209|31194
46187|1210|31195
46188|1211|31196
46189|1212|31197
46190|1213|31198
46191|1214|31199
46192|1215|31200
46193|1216|31201
46194|1217|31202
46195|1218|31203
46196|1219|31204
46197|1220|31205
46198|1221|31206
46199|1222|31207
46200|1223|31208
46201|1224|31209
46202|1225|31210
46203|1226|31211
46204|1227|31212
46205|1228|31213
46206|1229|31214
46207|1230|31215
46208|1231|31216
46209|1232|31217
46210|1233|31218
46211|1234|31219
46212|1235|31220
46213|1236|31221
46214|1237|31222
46215|1238|31223
46216|1239|31224
46217|1240|31225
46218|1241|31226
46219|1242|31227
46220|1243|31228
46221|1244|31229
46222|1245|31230
46223|1246|31231
46224|1247|31232
46225|1248|31233
46226|1249|31234
46227|1250|31235
46228|1251|31236
46229|1252|31237
46230|1253|31238
46231|1254|31239
46232|1255|31240
46233|1256|31241
46234|1257|31242
46235|1258|31243
46236|1259|31244
46237|1260|31245
46238|1261|31246
46239|1262|31247
46240|1263|31248
46241|1264|31249
46242|1265|31250
46243|1266|31251
46244|1267|31252
46245|1268|31253
46246|1269|31254
46247|1270|31255
46248|1271|31256
46249|1272|31257
46250|1273|31258
46251|1274|31259
46252|1275|31260
46253|1276|31261
46254|1277|31262
46255|1278|31263
46256|1279|31264
46257|1280|31265
46258|1281|31266
46259|1282|31267
46260|1283|31268
46261|1284|31269
46262|1285|31270
46263|1286|31271
46264|1287|31272
46265|1288|31273
46266|1289|31274
46267|1290|31275
46268|1291|31276
46269|1292|31277
46270|1293|31278
46271|1294|31279
46272|1295|31280
46273|1296|31281
46274|1297|31282
46275|1298|31283
46276|1299|31284
46277|1300|31285
46278|1301|31286
46279|1302|31287
46280|1303|31288
46281|1304|31289
46282|1305|31290
46283|1306|31291
46284|1307|31292
46285|1308|31293
46286|1309|31294
46287|1310|31295
46288|1311|31296
46289|1312|31297
46290|1313|31298
46291|1314|31299
46292|1315|31300
46293|1316|31301
46294|1317|31302
46295|1318|31303
46296|1319|31304
46297|1320|31305
46298|1321|31306
46299|1322|31307
46300|1323|31308
46301|1324|31309
46302|1325|31310
46303|1326|31311
46304|1327|31312
46305|1328|31313
46306|1329|31314
46307|1330|31315
46308|1331|31316
46309|1332|31317
46310|1333|31318
46311|1334|31319
46312|1335|31320
46313|1336|31321
46314|1337|31322
46315|1338|31323
46316|1339|31324
46317|1340|31325
46318|1341|31326
46319|1342|31327
46320|1343|31328
46321|1344|31329
46322|1345|31330
46323|1346|31331
46324|1347|31332
46325|1348|31333
46326|1349|31334
46327|1350|31335
46328|1351|31336
46329|1352|31337
46330|1353|31338
46331|1354|31339
46332|1355|31340
46333|1356|31341
46334|1357|31342
46335|1358|31343
46336|1359|31344
46337|1360|31345
46338|1361|31346
46339|1362|31347
46340|1363|31348
46341|1364|31349
46342|1365|31350
46343|1366|31351
46344|1367|31352
46345|1368|31353
46346|1369|31354
46347|1370|31355
46348|1371|31356
46349|1372|31357
46350|1373|31358
46351|1374|31359
46352|1375|31360
46353|1376|31361
46354|1377|31362
46355|1378|31363
46356|1379|31364
46357|1380|31365
46358|1381|31366
46359|1382|31367
46360|1383|31368
46361|1384|31369
46362|1385|31370
46363|1386|31371
46364|1387|31372
46365|1388|31373
46366|1389|31374
46367|1390|31375
46368|1391|31376
46369|1392|31377
46370|1393|31378
46371|1394|31379
46372|1395|31380
46373|1396|31381
46374|1397|31382
46375|1398|31383
46376|1399|31384
46377|1400|31385
46378|1401|31386
46379|1402|31387
46380|1403|31388
46381|1404|31389
46382|1405|31390
46383|1406|31391
46384|1407|31392
46385|1408|31393
46386|1409|31394
46387|1410|31395
46388|1411|31396
46389|1412|31397
46390|1413|31398
46391|1414|31399
46392|1415|31400
46393|1416|31401
46394|1417|31402
46395|1418|31403
46396|1419|31404
46397|1420|31405
46398|1421|31406
46399|1422|31407
46400|1423|31408
46401|1424|31409
46402|1425|31410
46403|1426|31411
46404|1427|31412
46405|1428|31413
46406|1429|31414
46407|1430|31415
46408|1431|31416
46409|1432|31417
46410|1433|31418
46411|1434|31419
46412|1435|31420
46413|1436|31421
46414|1437|31422
46415|1438|31423
46416|1439|31424
46417|1440|31425
46418|1441|31426
46419|1442|31427
46420|1443|31428
46421|1444|31429
46422|1445|31430
46423|1446|31431
46424|1447|31432
46425|1448|31433
46426|1449|31434
46427|1450|31435
46428|1451|31436
46429|1452|31437
46430|1453|31438
46431|1454|31439
46432|1455|31440
46433|1456|31441
46434|1457|31442
46435|1458|31443
46436|1459|31444
46437|1460|31445
46438|1461|31446
46439|1462|31447
46440|1463|31448
46441|1464|31449
46442|1465|31450
46443|1466|31451
46444|1467|31452
46445|1468|31453
46446|1469|31454
46447|1470|31455
46448|1471|31456
46449|1472|31457
46450|1473|31458
46451|1474|31459
46452|1475|31460
46453|1476|31461
46454|1477|31462
46455|1478|31463
46456|1479|31464
46457|1480|31465
46458|1481|31466
46459|1482|31467
46460|1483|31468
46461|1484|31469
46462|1485|31470
46463|1486|31471
46464|1487|31472
46465|1488|31473
46466|1489|31474
46467|1490|31475
46468|1491|31476
46469|1492|31477
46470|1493|31478
46471|1494|31479
46472|1495|31480
46473|1496|31481
46474|1497|31482
46475|1498|31483
46476|1499|31484
46477|1500|31485
46478|1501|31486
46479|1502|31487
46480|1503|31488
46481|1504|31489
46482|1505|31490
46483|1506|31491
46484|1507|31492
46485|1508|31493
46486|1509|31494
46487|1510|31495
46488|1511|31496
46489|1512|31497
46490|1513|31498
46491|1514|31499
46492|1515|31500
46493|1516|31501
46494|1517|31502
46495|1518|31503
46496|1519|31504
46497|1520|31505
46498|1521|31506
46499|1522|31507
46500|1523|31508
46501|1524|31509
46502|1525|31510
46503|1526|31511
46504|1527|31512
46505|1528|31513
46506|1529|31514
46507|1530|31515
46508|1531|31516
46509|1532|31517
46510|1533|31518
46511|1534|31519
46512|1535|31520
46513|1536|31521
46514|1537|31522
46515|1538|31523
46516|1539|31524
46517|1540|31525
46518|1541|31526
46519|1542|31527
46520|1543|31528
46521|1544|31529
46522|1545|31530
46523|1546|31531
46524|1547|31532
46525|1548|31533
46526|1549|31534
46527|1550|31535
46528|1551|31536
46529|1552|31537
46530|1553|31538
46531|1554|31539
46532|1555|31540
46533|1556|31541
46534|1557|31542
46535|1558|31543
46536|1559|31544
46537|1560|31545
46538|1561|31546
46539|1562|31547
46540|1563|31548
46541|1564|31549
46542|1565|31550
46543|1566|31551
46544|1567|31552
46545|1568|31553
46546|1569|31554
46547|1570|31555
46548|1571|31556
46549|1572|31557
46550|1573|31558
46551|1574|31559
46552|1575|31560
46553|1576|31561
46554|1577|31562
46555|1578|31563
46556|1579|31564
46557|1580|31565
46558|1581|31566
46559|1582|31567
46560|1583|31568
46561|1584|31569
46562|1585|31570
46563|1586|31571
46564|1587|31572
46565|1588|31573
46566|1589|31574
46567|1590|31575
46568|1591|31576
46569|1592|31577
46570|1593|31578
46571|1594|31579
46572|1595|31580
46573|1596|31581
46574|1597|31582
46575|1598|31583
46576|1599|31584
46577|1600|31585
46578|1601|31586
46579|1602|31587
46580|1603|31588
46581|1604|31589
46582|1605|31590
46583|1606|31591
46584|1607|31592
46585|1608|31593
46586|1609|31594
46587|1610|31595
46588|1611|31596
46589|1612|31597
46590|1613|31598
46591|1614|31599
46592|1615|31600
46593|1616|31601
46594|1617|31602
46595|1618|31603
46596|1619|31604
46597|1620|31605
46598|1621|31606
46599|1622|31607
46600|1623|31608
46601|1624|31609
46602|1625|31610
46603|1626|31611
46604|1627|31612
46605|1628|31613
46606|1629|31614
46607|1630|31615
46608|1631|31616
46609|1632|31617
46610|1633|31618
46611|1634|31619
46612|1635|31620
46613|1636|31621
46614|1637|31622
46615|1638|31623
46616|1639|31624
46617|1640|31625
46618|1641|31626
46619|1642|31627
46620|1643|31628
46621|1644|31629
46622|1645|31630
46623|1646|31631
46624|1647|31632
46625|1648|31633
46626|1649|31634
46627|1650|31635
46628|1651|31636
46629|1652|31637
46630|1653|31638
46631|1654|31639
46632|1655|31640
46633|1656|31641
46634|1657|31642
46635|1658|31643
46636|1659|31644
46637|1660|31645
46638|1661|31646
46639|1662|31647
46640|1663|31648
