id|id_1|id_2
44977|0|29985
44978|1|29986
44979|2|29987
44980|3|29988
44981|4|29989
44982|5|29990
44983|6|29991
44984|7|29992
44985|8|29993
44986|9|29994
44987|10|29995
44988|11|29996
44989|12|29997
44990|13|29998
44991|14|29999
44992|15|30000
44993|16|30001
44994|17|30002
44995|18|30003
44996|19|30004
44997|20|30005
44998|21|30006
44999|22|30007
45000|23|30008
45001|24|30009
45002|25|30010
45003|26|30011
45004|27|30012
45005|28|30013
45006|29|30014
45007|30|30015
45008|31|30016
45009|32|30017
45010|33|30018
45011|34|30019
45012|35|30020
45013|36|30021
45014|37|30022
45015|38|30023
45016|39|30024
45017|40|30025
45018|41|30026
45019|42|30027
45020|43|30028
45021|44|30029
45022|45|30030
45023|46|30031
45024|47|30032
45025|48|30033
45026|49|30034
45027|50|30035
45028|51|30036
45029|52|30037
45030|53|30038
45031|54|30039
45032|55|30040
45033|56|30041
45034|57|30042
45035|58|30043
45036|59|30044
45037|60|30045
45038|61|30046
45039|62|30047
45040|63|30048
45041|64|30049
45042|65|30050
45043|66|30051
45044|67|30052
45045|68|30053
45046|69|30054
45047|70|30055
45048|71|30056
45049|72|30057
45050|73|30058
45051|74|30059
45052|75|30060
45053|76|30061
45054|77|30062
45055|78|30063
45056|79|30064
45057|80|30065
45058|81|30066
45059|82|30067
45060|83|30068
45061|84|30069
45062|85|30070
45063|86|30071
45064|87|30072
45065|88|30073
45066|89|30074
45067|90|30075
45068|91|30076
45069|92|30077
45070|93|30078
45071|94|30079
45072|95|30080
45073|96|30081
45074|97|30082
45075|98|30083
45076|99|30084
45077|100|30085
45078|101|30086
45079|102|30087
45080|103|30088
45081|104|30089
45082|105|30090
45083|106|30091
45084|107|30092
45085|108|30093
45086|109|30094
45087|110|30095
45088|111|30096
45089|112|30097
45090|113|30098
45091|114|30099
45092|115|30100
45093|116|30101
45094|117|30102
45095|118|30103
45096|119|30104
45097|120|30105
45098|121|30106
45099|122|30107
45100|123|30108
45101|124|30109
45102|125|30110
45103|126|30111
45104|127|30112
45105|128|30113
45106|129|30114
45107|130|30115
45108|131|30116
45109|132|30117
45110|133|30118
45111|134|30119
45112|135|30120
45113|136|30121
45114|137|30122
45115|138|30123
45116|139|30124
45117|140|30125
45118|141|30126
45119|142|30127
45120|143|30128
45121|144|30129
45122|145|30130
45123|146|30131
45124|147|30132
45125|148|30133
45126|149|30134
45127|150|30135
45128|151|30136
45129|152|30137
45130|153|30138
45131|154|30139
45132|155|30140
45133|156|30141
45134|157|30142
45135|158|30143
45136|159|30144
45137|160|30145
45138|161|30146
45139|162|30147
45140|163|30148
45141|164|30149
45142|165|30150
45143|166|30151
45144|167|30152
45145|168|30153
45146|169|30154
45147|170|30155
45148|171|30156
45149|172|30157
45150|173|30158
45151|174|30159
45152|175|30160
45153|176|30161
45154|177|30162
45155|178|30163
45156|179|30164
45157|180|30165
45158|181|30166
45159|182|30167
45160|183|30168
45161|184|30169
45162|185|30170
45163|186|30171
45164|187|30172
45165|188|30173
45166|189|30174
45167|190|30175
45168|191|30176
45169|192|30177
45170|193|30178
45171|194|30179
45172|195|30180
45173|196|30181
45174|197|30182
45175|198|30183
45176|199|30184
45177|200|30185
45178|201|30186
45179|202|30187
45180|203|30188
45181|204|30189
45182|205|30190
45183|206|30191
45184|207|30192
45185|208|30193
45186|209|30194
45187|210|30195
45188|211|30196
45189|212|30197
45190|213|30198
45191|214|30199
45192|215|30200
45193|216|30201
45194|217|30202
45195|218|30203
45196|219|30204
45197|220|30205
45198|221|30206
45199|222|30207
45200|223|30208
45201|224|30209
45202|225|30210
45203|226|30211
45204|227|30212
45205|228|30213
45206|229|30214
45207|230|30215
45208|231|30216
45209|232|30217
45210|233|30218
45211|234|30219
45212|235|30220
45213|236|30221
45214|237|30222
45215|238|30223
45216|239|30224
45217|240|30225
45218|241|30226
45219|242|30227
45220|243|30228
45221|244|30229
45222|245|30230
45223|246|30231
45224|247|30232
45225|248|30233
45226|249|30234
45227|250|30235
45228|251|30236
45229|252|30237
45230|253|30238
45231|254|30239
45232|255|30240
45233|256|30241
45234|257|30242
45235|258|30243
45236|259|30244
45237|260|30245
45238|261|30246
45239|262|30247
45240|263|30248
45241|264|30249
45242|265|30250
45243|266|30251
45244|267|30252
45245|268|30253
45246|269|30254
45247|270|30255
45248|271|30256
45249|272|30257
45250|273|30258
45251|274|30259
45252|275|30260
45253|276|30261
45254|277|30262
45255|278|30263
45256|279|30264
45257|280|30265
45258|281|30266
45259|282|30267
45260|283|30268
45261|284|30269
45262|285|30270
45263|286|30271
45264|287|30272
45265|288|30273
45266|289|30274
45267|290|30275
45268|291|30276
45269|292|30277
45270|293|30278
45271|294|30279
45272|295|30280
45273|296|30281
45274|297|30282
45275|298|30283
45276|299|30284
45277|300|30285
45278|301|30286
45279|302|30287
45280|303|30288
45281|304|30289
45282|305|30290
45283|306|30291
45284|307|30292
45285|308|30293
45286|309|30294
45287|310|30295
45288|311|30296
45289|312|30297
45290|313|30298
45291|314|30299
45292|315|30300
45293|316|30301
45294|317|30302
45295|318|30303
45296|319|30304
45297|320|30305
45298|321|30306
45299|322|30307
45300|323|30308
45301|324|30309
45302|325|30310
45303|326|30311
45304|327|30312
45305|328|30313
45306|329|30314
45307|330|30315
45308|331|30316
45309|332|30317
45310|333|30318
45311|334|30319
45312|335|30320
45313|336|30321
45314|337|30322
45315|338|30323
45316|339|30324
45317|340|30325
45318|341|30326
45319|342|30327
45320|343|30328
45321|344|30329
45322|345|30330
45323|346|30331
45324|347|30332
45325|348|30333
45326|349|30334
45327|350|30335
45328|351|30336
45329|352|30337
45330|353|30338
45331|354|30339
45332|355|30340
45333|356|30341
45334|357|30342
45335|358|30343
45336|359|30344
45337|360|30345
45338|361|30346
45339|362|30347
45340|363|30348
45341|364|30349
45342|365|30350
45343|366|30351
45344|367|30352
45345|368|30353
45346|369|30354
45347|370|30355
45348|371|30356
45349|372|30357
45350|373|30358
45351|374|30359
45352|375|30360
45353|376|30361
45354|377|30362
45355|378|30363
45356|379|30364
45357|380|30365
45358|381|30366
45359|382|30367
45360|383|30368
45361|384|30369
45362|385|30370
45363|386|30371
45364|387|30372
45365|388|30373
45366|389|30374
45367|390|30375
45368|391|30376
45369|392|30377
45370|393|30378
45371|394|30379
45372|395|30380
45373|396|30381
45374|397|30382
45375|398|30383
45376|399|30384
45377|400|30385
45378|401|30386
45379|402|30387
45380|403|30388
45381|404|30389
45382|405|30390
45383|406|30391
45384|407|30392
45385|408|30393
45386|409|30394
45387|410|30395
45388|411|30396
45389|412|30397
45390|413|30398
45391|414|30399
45392|415|30400
45393|416|30401
45394|417|30402
45395|418|30403
45396|419|30404
45397|420|30405
45398|421|30406
45399|422|30407
45400|423|30408
45401|424|30409
45402|425|30410
45403|426|30411
45404|427|30412
45405|428|30413
45406|429|30414
45407|430|30415
45408|431|30416
45409|432|30417
45410|433|30418
45411|434|30419
45412|435|30420
45413|436|30421
45414|437|30422
45415|438|30423
45416|439|30424
45417|440|30425
45418|441|30426
45419|442|30427
45420|443|30428
45421|444|30429
45422|445|30430
45423|446|30431
45424|447|30432
45425|448|30433
45426|449|30434
45427|450|30435
45428|451|30436
45429|452|30437
45430|453|30438
45431|454|30439
45432|455|30440
45433|456|30441
45434|457|30442
45435|458|30443
45436|459|30444
45437|460|30445
45438|461|30446
45439|462|30447
45440|463|30448
45441|464|30449
45442|465|30450
45443|466|30451
45444|467|30452
45445|468|30453
45446|469|30454
45447|470|30455
45448|471|30456
45449|472|30457
45450|473|30458
45451|474|30459
45452|475|30460
45453|476|30461
45454|477|30462
45455|478|30463
45456|479|30464
45457|480|30465
45458|481|30466
45459|482|30467
45460|483|30468
45461|484|30469
45462|485|30470
45463|486|30471
45464|487|30472
45465|488|30473
45466|489|30474
45467|490|30475
45468|491|30476
45469|492|30477
45470|493|30478
45471|494|30479
45472|495|30480
45473|496|30481
45474|497|30482
45475|498|30483
45476|499|30484
45477|500|30485
45478|501|30486
45479|502|30487
45480|503|30488
45481|504|30489
45482|505|30490
45483|506|30491
45484|507|30492
45485|508|30493
45486|509|30494
45487|510|30495
45488|511|30496
45489|512|30497
45490|513|30498
45491|514|30499
45492|515|30500
45493|516|30501
45494|517|30502
45495|518|30503
45496|519|30504
45497|520|30505
45498|521|30506
45499|522|30507
45500|523|30508
45501|524|30509
45502|525|30510
45503|526|30511
45504|527|30512
45505|528|30513
45506|529|30514
45507|530|30515
45508|531|30516
45509|532|30517
45510|533|30518
45511|534|30519
45512|535|30520
45513|536|30521
45514|537|30522
45515|538|30523
45516|539|30524
45517|540|30525
45518|541|30526
45519|542|30527
45520|543|30528
45521|544|30529
45522|545|30530
45523|546|30531
45524|547|30532
45525|548|30533
45526|549|30534
45527|550|30535
45528|551|30536
45529|552|30537
45530|553|30538
45531|554|30539
45532|555|30540
45533|556|30541
45534|557|30542
45535|558|30543
45536|559|30544
45537|560|30545
45538|561|30546
45539|562|30547
45540|563|30548
45541|564|30549
45542|565|30550
45543|566|30551
45544|567|30552
45545|568|30553
45546|569|30554
45547|570|30555
45548|571|30556
45549|572|30557
45550|573|30558
45551|574|30559
45552|575|30560
45553|576|30561
45554|577|30562
45555|578|30563
45556|579|30564
45557|580|30565
45558|581|30566
45559|582|30567
45560|583|30568
45561|584|30569
45562|585|30570
45563|586|30571
45564|587|30572
45565|588|30573
45566|589|30574
45567|590|30575
45568|591|30576
45569|592|30577
45570|593|30578
45571|594|30579
45572|595|30580
45573|596|30581
45574|597|30582
45575|598|30583
45576|599|30584
45577|600|30585
45578|601|30586
45579|602|30587
45580|603|30588
45581|604|30589
45582|605|30590
45583|606|30591
45584|607|30592
45585|608|30593
45586|609|30594
45587|610|30595
45588|611|30596
45589|612|30597
45590|613|30598
45591|614|30599
45592|615|30600
45593|616|30601
45594|617|30602
45595|618|30603
45596|619|30604
45597|620|30605
45598|621|30606
45599|622|30607
45600|623|30608
45601|624|30609
45602|625|30610
45603|626|30611
45604|627|30612
45605|628|30613
45606|629|30614
45607|630|30615
45608|631|30616
45609|632|30617
45610|633|30618
45611|634|30619
45612|635|30620
45613|636|30621
45614|637|30622
45615|638|30623
45616|639|30624
45617|640|30625
45618|641|30626
45619|642|30627
45620|643|30628
45621|644|30629
45622|645|30630
45623|646|30631
45624|647|30632
45625|648|30633
45626|649|30634
45627|650|30635
45628|651|30636
45629|652|30637
45630|653|30638
45631|654|30639
45632|655|30640
45633|656|30641
45634|657|30642
45635|658|30643
45636|659|30644
45637|660|30645
45638|661|30646
45639|662|30647
45640|663|30648
45641|664|30649
45642|665|30650
45643|666|30651
45644|667|30652
45645|668|30653
45646|669|30654
45647|670|30655
45648|671|30656
45649|672|30657
45650|673|30658
45651|674|30659
45652|675|30660
45653|676|30661
45654|677|30662
45655|678|30663
45656|679|30664
45657|680|30665
45658|681|30666
45659|682|30667
45660|683|30668
45661|684|30669
45662|685|30670
45663|686|30671
45664|687|30672
45665|688|30673
45666|689|30674
45667|690|30675
45668|691|30676
45669|692|30677
45670|693|30678
45671|694|30679
45672|695|30680
45673|696|30681
45674|697|30682
45675|698|30683
45676|699|30684
45677|700|30685
45678|701|30686
45679|702|30687
45680|703|30688
45681|704|30689
45682|705|30690
45683|706|30691
45684|707|30692
45685|708|30693
45686|709|30694
45687|710|30695
45688|711|30696
45689|712|30697
45690|713|30698
45691|714|30699
45692|715|30700
45693|716|30701
45694|717|30702
45695|718|30703
45696|719|30704
45697|720|30705
45698|721|30706
45699|722|30707
45700|723|30708
45701|724|30709
45702|725|30710
45703|726|30711
45704|727|30712
45705|728|30713
45706|729|30714
45707|730|30715
45708|731|30716
45709|732|30717
45710|733|30718
45711|734|30719
45712|735|30720
45713|736|30721
45714|737|30722
45715|738|30723
45716|739|30724
45717|740|30725
45718|741|30726
45719|742|30727
45720|743|30728
45721|744|30729
45722|745|30730
45723|746|30731
45724|747|30732
45725|748|30733
45726|749|30734
45727|750|30735
45728|751|30736
45729|752|30737
45730|753|30738
45731|754|30739
45732|755|30740
45733|756|30741
45734|757|30742
45735|758|30743
45736|759|30744
45737|760|30745
45738|761|30746
45739|762|30747
45740|763|30748
45741|764|30749
45742|765|30750
45743|766|30751
45744|767|30752
45745|768|30753
45746|769|30754
45747|770|30755
45748|771|30756
45749|772|30757
45750|773|30758
45751|774|30759
45752|775|30760
45753|776|30761
45754|777|30762
45755|778|30763
45756|779|30764
45757|780|30765
45758|781|30766
45759|782|30767
45760|783|30768
45761|784|30769
45762|785|30770
45763|786|30771
45764|787|30772
45765|788|30773
45766|789|30774
45767|790|30775
45768|791|30776
45769|792|30777
45770|793|30778
45771|794|30779
45772|795|30780
45773|796|30781
45774|797|30782
45775|798|30783
45776|799|30784
45777|800|30785
45778|801|30786
45779|802|30787
45780|803|30788
45781|804|30789
45782|805|30790
45783|806|30791
45784|807|30792
45785|808|30793
45786|809|30794
45787|810|30795
45788|811|30796
45789|812|30797
45790|813|30798
45791|814|30799
45792|815|30800
45793|816|30801
45794|817|30802
45795|818|30803
45796|819|30804
45797|820|30805
