id_canton|nombre_canton|id_provincia 
71591|RIOBAMBA|116009
71592|SANTA ELENA|116010
71593|GUAYAQUIL|116011
71594|GUAYAQUIL|116012
71595|GUAYAQUIL|116013
71596|PLAYAS|116014
71597|SALINAS|116015
71598|LA TRONCAL|116016
71599|GUAYAQUIL|116017
71600|SALINAS|116018
71601|GUAYAQUIL|116019
71602|LA LIBERTAD|116020
71603|GUAYAQUIL|116021
71604|GUAYAQUIL|116022
71605|GUAYAQUIL|116023
71606|GUAYAQUIL|116024
71607|GUAYAQUIL|116025
71608|MORONA|116026
71609|GUAYAQUIL|116027
71610|GUAYAQUIL|116028
71611|GUAYAQUIL|116029
71612|GUAYAQUIL|116030
71613|GUAYAQUIL|116031
71614|GUAYAQUIL|116032
71615|GUAYAQUIL|116033
71616|PUERTO QUITO|116034
71617|GUAYAQUIL|116035
71618|MANTA|116036
71619|GUAYAQUIL|116037
71620|GUAYAQUIL|116038
71621|SANTA CRUZ|116039
71622|SAMBORONDÓN|116040
71623|SALINAS|116041
71624|GUAYAQUIL|116042
71625|SALINAS|116043
71626|GUAYAQUIL|116044
71627|GUAYAQUIL|116045
71628|GUAYAQUIL|116046
71629|SANTA ELENA|116047
71630|DAULE|116048
71631|SUCRE|116049
71632|GUAYAQUIL|116050
71633|GUAYAQUIL|116051
71634|SALINAS|116052
71635|GUAYAQUIL|116053
71636|GUAYAQUIL|116054
71637|SALINAS|116055
71638|SALINAS|116056
71639|GUAYAQUIL|116057
71640|GUAYAQUIL|116058
71641|GUAYAQUIL|116059
71642|SANTA ELENA|116060
71643|GUAYAQUIL|116061
71644|SAN CRISTÓBAL|116062
71645|SANTA CRUZ|116063
71646|SANTA CRUZ|116064
71647|GUAYAQUIL|116065
71648|GUAYAQUIL|116066
71649|GUAYAQUIL|116067
71650|GUAYAQUIL|116068
71651|GUAYAQUIL|116069
71652|GUAYAQUIL|116070
71653|GUAYAQUIL|116071
71654|SANTA ELENA|116072
71655|GUAYAQUIL|116073
71656|GUAYAQUIL|116074
71657|SAN CRISTÓBAL|116075
71658|GUAYAQUIL|116076
71659|GUAYAQUIL|116077
71660|RUMIÑAHUI|116078
71661|SALINAS|116079
71662|GUAYAQUIL|116080
71663|GUAYAQUIL|116081
71664|GUAYAQUIL|116082
71665|GUAYAQUIL|116083
71666|GUAYAQUIL|116084
71667|ISABELA|116085
71668|SANTA CRUZ|116086
71669|QUITO|116087
71670|DURÁN|116088
71671|DURÁN|116089
71672|GUAYAQUIL|116090
71673|CALUMA|116091
71674|GUAYAQUIL|116092
71675|SANTA ELENA|116093
71676|GUAYAQUIL|116094
71677|SANTA ELENA|116095
71678|PLAYAS|116096
71679|GUAYAQUIL|116097
71680|GUAYAQUIL|116098
71681|GUAYAQUIL|116099
71682|SAN VICENTE|116100
71683|PLAYAS|116101
71684|GUAYAQUIL|116102
71685|GUAYAQUIL|116103
71686|SANTA ELENA|116104
71687|GUAYAQUIL|116105
71688|GUAYAQUIL|116106
71689|MEJÍA|116107
71690|GUAYAQUIL|116108
71691|GUAYAQUIL|116109
71692|GUAYAQUIL|116110
71693|SANTA ELENA|116111
71694|GUAYAQUIL|116112
71695|CAÑAR|116113
71696|GUAYAQUIL|116114
71697|SALINAS|116115
71698|PLAYAS|116116
71699|GUAYAQUIL|116117
71700|GUAYAQUIL|116118
71701|SANTA CRUZ|116119
71702|GUAYAQUIL|116120
71703|SAMBORONDÓN|116121
71704|GUAYAQUIL|116122
71705|QUITO|116123
71706|GUAYAQUIL|116124
71707|GUAYAQUIL|116125
71708|JIPIJAPA|116126
71709|GUAYAQUIL|116127
71710|GUAYAQUIL|116128
71711|SANTO DOMINGO|116129
71712|GUAYAQUIL|116130
71713|GUAYAQUIL|116131
71714|GUAYAQUIL|116132
71715|GUAYAQUIL|116133
71716|PUERTO LÓPEZ|116134
71717|GUAYAQUIL|116135
71718|SANTA ELENA|116136
71719|GUAYAQUIL|116137
71720|GUAYAQUIL|116138
71721|SALINAS|116139
71722|GUAYAQUIL|116140
71723|GUAYAQUIL|116141
71724|GUAYAQUIL|116142
71725|SAMBORONDÓN|116143
71726|GUAYAQUIL|116144
71727|GUAYAQUIL|116145
71728|PLAYAS|116146
71729|SALINAS|116147
71730|SAMBORONDÓN|116148
71731|GUAYAQUIL|116149
71732|MANTA|116150
71733|GUAYAQUIL|116151
71734|GUAYAQUIL|116152
71735|GUAYAQUIL|116153
71736|GUAYAQUIL|116154
71737|GUAYAQUIL|116155
71738|GUAYAQUIL|116156
71739|SUCRE|116157
71740|SAMBORONDÓN|116158
71741|DAULE|116159
71742|GUAYAQUIL|116160
71743|GUAYAQUIL|116161
71744|GUAYAQUIL|116162
71745|SALINAS|116163
71746|SANTA ELENA|116164
71747|PUERTO LÓPEZ|116165
71748|GUAYAQUIL|116166
71749|GUAYAQUIL|116167
71750|GUAYAQUIL|116168
71751|GUAYAQUIL|116169
71752|GUAYAQUIL|116170
71753|GUAYAQUIL|116171
71754|PUERTO LÓPEZ|116172
71755|EL TRIUNFO|116173
71756|GUAYAQUIL|116174
71757|GUAYAQUIL|116175
71758|LA LIBERTAD|116176
71759|SALINAS|116177
71760|GUAYAQUIL|116178
71761|GUAYAQUIL|116179
71762|SANTA ELENA|116180
71763|GUAYAQUIL|116181
71764|SAMBORONDÓN|116182
71765|GUAYAQUIL|116183
71766|GUAYAQUIL|116184
71767|GUAYAQUIL|116185
71768|MANTA|116186
71769|SALINAS|116187
71770|SALINAS|116188
71771|GUAYAQUIL|116189
71772|GUAYAQUIL|116190
71773|GUAYAQUIL|116191
71774|SAMBORONDÓN|116192
71775|QUITO|116193
71776|HUAQUILLAS|116194
71777|GUAYAQUIL|116195
71778|GUAYAQUIL|116196
71779|PLAYAS|116197
71780|DAULE|116198
71781|GUAYAQUIL|116199
71782|SANTA CRUZ|116200
71783|GUAYAQUIL|116201
71784|GUAYAQUIL|116202
71785|ISABELA|116203
71786|QUEVEDO|116204
71787|GUAYAQUIL|116205
71788|GUAYAQUIL|116206
71789|GUAYAQUIL|116207
71790|SALINAS|116208
71791|GUAYAQUIL|116209
71792|PLAYAS|116210
71793|GUAYAQUIL|116211
71794|SANTA ELENA|116212
71795|GUAYAQUIL|116213
71796|GUAYAQUIL|116214
71797|SALINAS|116215
71798|SAN CRISTÓBAL|116216
71799|ISABELA|116217
71800|GUAYAQUIL|116218
71801|GUAYAQUIL|116219
71802|GUAYAQUIL|116220
71803|GUAYAQUIL|116221
71804|GUAYAQUIL|116222
71805|GUAYAQUIL|116223
71806|GUAYAQUIL|116224
71807|GUAYAQUIL|116225
71808|GUAYAQUIL|116226
71809|GUAYAQUIL|116227
71810|GUAYAQUIL|116228
71811|GUAYAQUIL|116229
71812|GUAYAQUIL|116230
71813|SALINAS|116231
71814|GUAYAQUIL|116232
71815|SALINAS|116233
71816|GUAYAQUIL|116234
71817|GUAYAQUIL|116235
71818|GUAYAQUIL|116236
71819|GUAYAQUIL|116237
71820|SANTA ELENA|116238
71821|GUAYAQUIL|116239
71822|GUAYAQUIL|116240
71823|PUERTO LÓPEZ|116241
71824|GUAYAQUIL|116242
71825|GUAYAQUIL|116243
71826|QUEVEDO|116244
71827|GUAYAQUIL|116245
71828|SAN CRISTÓBAL|116246
71829|NARANJITO|116247
71830|PORTOVIEJO|116248
71831|GUAYAQUIL|116249
71832|ISABELA|116250
71833|GUAYAQUIL|116251
71834|SANTA ELENA|116252
71835|SANTA ELENA|116253
71836|SALINAS|116254
71837|GUAYAQUIL|116255
71838|SANTA ELENA|116256
71839|PORTOVIEJO|116257
71840|GUAYAQUIL|116258
71841|GUAYAQUIL|116259
71842|HUAQUILLAS|116260
71843|GUAYAQUIL|116261
71844|GUAYAQUIL|116262
71845|GUAYAQUIL|116263
71846|GUAYAQUIL|116264
71847|GUAYAQUIL|116265
71848|GUAYAQUIL|116266
71849|GUAYAQUIL|116267
71850|GUAYAQUIL|116268
71851|GUAYAQUIL|116269
71852|GUAYAQUIL|116270
71853|GUAYAQUIL|116271
71854|GUAYAQUIL|116272
71855|GUAYAQUIL|116273
71856|GUAYAQUIL|116274
71857|GUAYAQUIL|116275
71858|GUAYAQUIL|116276
71859|AMBATO|116277
71860|GUAYAQUIL|116278
71861|MILAGRO|116279
71862|GUAYAQUIL|116280
71863|GUAYAQUIL|116281
71864|SANTA ELENA|116282
71865|SAMBORONDÓN|116283
71866|GUAYAQUIL|116284
71867|GUAYAQUIL|116285
71868|GUAYAQUIL|116286
71869|SAMBORONDÓN|116287
71870|DAULE|116288
71871|GUAYAQUIL|116289
71872|GUAYAQUIL|116290
71873|GUAYAQUIL|116291
71874|GUAYAQUIL|116292
71875|RUMIÑAHUI|116293
71876|GUAYAQUIL|116294
71877|GUAYAQUIL|116295
71878|GUAYAQUIL|116296
71879|GUAYAQUIL|116297
71880|SAMBORONDÓN|116298
71881|SAMBORONDÓN|116299
71882|GUAYAQUIL|116300
71883|GUAYAQUIL|116301
71884|LA LIBERTAD|116302
71885|GUAYAQUIL|116303
71886|DAULE|116304
71887|GUAYAQUIL|116305
71888|GUAYAQUIL|116306
71889|SALINAS|116307
71890|ISABELA|116308
71891|GUAYAQUIL|116309
71892|GUAYAQUIL|116310
71893|GUAYAQUIL|116311
71894|GUAYAQUIL|116312
71895|GUAYAQUIL|116313
71896|GUAYAQUIL|116314
71897|GUAYAQUIL|116315
71898|GUAYAQUIL|116316
71899|GUAYAQUIL|116317
71900|GUAYAQUIL|116318
71901|LAGO AGRIO|116319
71902|RUMIÑAHUI|116320
71903|GUAYAQUIL|116321
71904|SANTA CRUZ|116322
71905|GUAYAQUIL|116323
71906|GUAYAQUIL|116324
71907|GUAYAQUIL|116325
71908|GUAYAQUIL|116326
71909|GUAYAQUIL|116327
71910|SUCRE|116328
71911|GUAYAQUIL|116329
71912|MACHALA|116330
71913|SALINAS|116331
71914|DURÁN|116332
71915|GUAYAQUIL|116333
71916|LA LIBERTAD|116334
71917|SALINAS|116335
71918|SALINAS|116336
71919|SALINAS|116337
71920|SALINAS|116338
71921|SALINAS|116339
71922|GUAYAQUIL|116340
71923|SANTA ELENA|116341
71924|GUAYAQUIL|116342
71925|SAN CRISTÓBAL|116343
71926|PLAYAS|116344
71927|GUAYAQUIL|116345
71928|GUAYAQUIL|116346
71929|MILAGRO|116347
71930|GUAYAQUIL|116348
71931|GUAYAQUIL|116349
71932|GUAYAQUIL|116350
71933|CUENCA|116351
71934|GUAYAQUIL|116352
71935|SALINAS|116353
71936|LA LIBERTAD|116354
71937|GUAYAQUIL|116355
71938|SANTA CRUZ|116356
71939|SANTA ELENA|116357
71940|GUAYAQUIL|116358
71941|GUAYAQUIL|116359
71942|GUAYAQUIL|116360
71943|GUAYAQUIL|116361
71944|GUAYAQUIL|116362
71945|GUAYAQUIL|116363
71946|GUAYAQUIL|116364
71947|QUITO|116365
71948|GUAYAQUIL|116366
71949|GUAYAQUIL|116367
71950|ISABELA|116368
71951|SANTA CRUZ|116369
71952|GUAYAQUIL|116370
71953|SANTA ELENA|116371
71954|LOJA|116372
71955|GUAYAQUIL|116373
71956|SANTA ELENA|116374
71957|PLAYAS|116375
71958|GUAYAQUIL|116376
71959|GUAYAQUIL|116377
71960|LA TRONCAL|116378
71961|GENERAL ANTONIO ELIZALDE|116379
71962|GUAYAQUIL|116380
71963|ORELLANA|116381
71964|GUAYAQUIL|116382
71965|SALINAS|116383
71966|GUAYAQUIL|116384
71967|GUAYAQUIL|116385
71968|GUAYAQUIL|116386
71969|SANTA CRUZ|116387
71970|LA LIBERTAD|116388
71971|GUAYAQUIL|116389
71972|LA LIBERTAD|116390
71973|GUAYAQUIL|116391
71974|QUITO|116392
71975|SANTA CRUZ|116393
71976|GUAYAQUIL|116394
71977|GUAYAQUIL|116395
71978|GUAYAQUIL|116396
71979|GUAYAQUIL|116397
71980|SANTA ELENA|116398
71981|DURÁN|116399
71982|GUAYAQUIL|116400
71983|QUININDÉ|116401
71984|GUAYAQUIL|116402
71985|GUAYAQUIL|116403
71986|GUAYAQUIL|116404
71987|GUAYAQUIL|116405
71988|GUAYAQUIL|116406
71989|GUAYAQUIL|116407
71990|GUAYAQUIL|116408
71991|GUAYAQUIL|116409
71992|PORTOVIEJO|116410
71993|SAN CRISTÓBAL|116411
71994|GUAYAQUIL|116412
71995|GUAYAQUIL|116413
71996|JAMA|116414
71997|PEDERNALES|116415
71998|GUAYAQUIL|116416
71999|GUAYAQUIL|116417
72000|CUENCA|116418
72001|SALINAS|116419
72002|GUAYAQUIL|116420
72003|QUITO|116421
72004|QUITO|116422
72005|SALINAS|116423
72006|SAMBORONDÓN|116424
72007|SAMBORONDÓN|116425
72008|GUAYAQUIL|116426
72009|GUAYAQUIL|116427
72010|SAN CRISTÓBAL|116428
72011|SAMBORONDÓN|116429
72012|GUAYAQUIL|116430
72013|GUAYAQUIL|116431
72014|GUAYAQUIL|116432
72015|GUAYAQUIL|116433
72016|MILAGRO|116434
72017|GUAYAQUIL|116435
72018|GUAYAQUIL|116436
72019|SAN CRISTÓBAL|116437
72020|SALINAS|116438
72021|GUAYAQUIL|116439
72022|GUAYAQUIL|116440
72023|LA LIBERTAD|116441
72024|GUAYAQUIL|116442
72025|SANTA ELENA|116443
72026|GUAYAQUIL|116444
72027|GUAYAQUIL|116445
72028|CORONEL MARCELINO MARIDUEÑA|116446
72029|GUAYAQUIL|116447
72030|GUAYAQUIL|116448
72031|CUENCA|116449
72032|SANTA CRUZ|116450
72033|GUAYAQUIL|116451
72034|GUAYAQUIL|116452
72035|DAULE|116453
72036|GUAYAQUIL|116454
72037|MONTECRISTI|116455
72038|GUAYAQUIL|116456
72039|SALINAS|116457
72040|SALINAS|116458
72041|QUITO|116459
72042|GUAYAQUIL|116460
72043|GUAYAQUIL|116461
72044|GUAYAQUIL|116462
72045|GUAYAQUIL|116463
72046|GUAYAQUIL|116464
72047|QUITO|116465
72048|GUAYAQUIL|116466
72049|MILAGRO|116467
72050|MANTA|116468
72051|GUAYAQUIL|116469
72052|GUAYAQUIL|116470
72053|LA LIBERTAD|116471
72054|GUAYAQUIL|116472
72055|GUAYAQUIL|116473
72056|GUAYAQUIL|116474
72057|PUERTO LÓPEZ|116475
72058|GUAYAQUIL|116476
72059|SAN CRISTÓBAL|116477
72060|SAN CRISTÓBAL|116478
72061|LA LIBERTAD|116479
72062|LIMÓN INDANZA|116480
72063|JAMA|116481
72064|SALINAS|116482
72065|GUAYAQUIL|116483
72066|GUAYAQUIL|116484
72067|GUAYAQUIL|116485
72068|SALINAS|116486
72069|SALINAS|116487
72070|GUAYAQUIL|116488
72071|GUAYAQUIL|116489
72072|DURÁN|116490
72073|SALINAS|116491
72074|SANTA ELENA|116492
72075|DAULE|116493
72076|GUAYAQUIL|116494
72077|GUAYAQUIL|116495
72078|SANTA ELENA|116496
72079|GUAYAQUIL|116497
72080|MILAGRO|116498
72081|GUAYAQUIL|116499
72082|MILAGRO|116500
72083|GUAYAQUIL|116501
72084|GUAYAQUIL|116502
72085|MILAGRO|116503
72086|QUITO|116504
72087|QUITO|116505
72088|DAULE|116506
72089|GUAYAQUIL|116507
72090|GUAYAQUIL|116508
72091|GUAYAQUIL|116509
72092|SANTA CRUZ|116510
72093|IBARRA|116511
72094|GUAYAQUIL|116512
72095|GUAYAQUIL|116513
72096|CUMANDÁ|116514
72097|GUAYAQUIL|116515
72098|GUAYAQUIL|116516
72099|GUAYAQUIL|116517
72100|GUAYAQUIL|116518
72101|DAULE|116519
72102|GUAYAQUIL|116520
72103|GUAYAQUIL|116521
72104|SANTA ELENA|116522
72105|DAULE|116523
72106|GUAYAQUIL|116524
72107|GUAYAQUIL|116525
72108|GUAYAQUIL|116526
72109|GUAYAQUIL|116527
72110|GUAYAQUIL|116528
72111|GUAYAQUIL|116529
72112|ISABELA|116530
72113|GUAYAQUIL|116531
72114|GUAYAQUIL|116532
72115|GUAYAQUIL|116533
72116|LA LIBERTAD|116534
72117|LA LIBERTAD|116535
72118|SANTA ELENA|116536
72119|LA LIBERTAD|116537
72120|GUAYAQUIL|116538
72121|GUAYAQUIL|116539
72122|GUAYAQUIL|116540
72123|GUAYAQUIL|116541
72124|GUAYAQUIL|116542
72125|GUAYAQUIL|116543
72126|GUAYAQUIL|116544
72127|GUAYAQUIL|116545
72128|CUENCA|116546
72129|GUAYAQUIL|116547
72130|GUAYAQUIL|116548
72131|ISABELA|116549
72132|SALINAS|116550
72133|GUAYAQUIL|116551
72134|QUITO|116552
72135|MANTA|116553
72136|SANTA ELENA|116554
72137|LOJA|116555
72138|SANTA ELENA|116556
72139|LA TRONCAL|116557
72140|SANTA ELENA|116558
72141|GUAYAQUIL|116559
72142|SANTA ISABEL|116560
72143|SANTA ELENA|116561
72144|LA LIBERTAD|116562
72145|GUAYAQUIL|116563
72146|GUAYAQUIL|116564
72147|GUAYAQUIL|116565
72148|LA LIBERTAD|116566
72149|MILAGRO|116567
72150|EL CHACO|116568
72151|SAMBORONDÓN|116569
72152|GUAYAQUIL|116570
72153|CUMANDÁ|116571
72154|MILAGRO|116572
72155|GUAYAQUIL|116573
72156|TENA|116574
72157|GUAYAQUIL|116575
72158|GUAYAQUIL|116576
72159|SALINAS|116577
72160|GUAYAQUIL|116578
72161|GUAYAQUIL|116579
72162|SANTA ELENA|116580
72163|GUAYAQUIL|116581
72164|GUAYAQUIL|116582
72165|GUAYAQUIL|116583
72166|GUAYAQUIL|116584
72167|QUITO|116585
72168|GUAYAQUIL|116586
72169|GUAYAQUIL|116587
72170|GUAYAQUIL|116588
72171|PIÑAS|116589
72172|GUAYAQUIL|116590
72173|GUAYAQUIL|116591
72174|SALINAS|116592
72175|SALINAS|116593
72176|SAN CRISTÓBAL|116594
72177|SAMBORONDÓN|116595
72178|GUAYAQUIL|116596
72179|GUAYAQUIL|116597
72180|CUENCA|116598
72181|GUAYAQUIL|116599
72182|PUERTO LÓPEZ|116600
72183|SANTA CRUZ|116601
72184|GUAYAQUIL|116602
72185|GUAYAQUIL|116603
72186|GUAYAQUIL|116604
72187|GUAYAQUIL|116605
72188|GUAYAQUIL|116606
72189|GUAYAQUIL|116607
72190|LA TRONCAL|116608
72191|GUAYAQUIL|116609
72192|GUAYAQUIL|116610
72193|LA LIBERTAD|116611
72194|GUAYAQUIL|116612
72195|GUAYAQUIL|116613
72196|GUAYAQUIL|116614
72197|SALINAS|116615
72198|SANTA ELENA|116616
72199|DURÁN|116617
72200|GUAYAQUIL|116618
72201|GUAYAQUIL|116619
72202|HUAQUILLAS|116620
72203|SANTA ELENA|116621
72204|GUAYAQUIL|116622
72205|GUAYAQUIL|116623
72206|GUAYAQUIL|116624
72207|LA LIBERTAD|116625
72208|SANTA ELENA|116626
72209|QUEVEDO|116627
72210|QUEVEDO|116628
72211|SANTA ELENA|116629
72212|GUAYAQUIL|116630
72213|MUISNE|116631
72214|GUAYAQUIL|116632
72215|GUAYAQUIL|116633
72216|GUAYAQUIL|116634
72217|SALINAS|116635
72218|PLAYAS|116636
72219|GUAYAQUIL|116637
72220|GUAYAQUIL|116638
72221|LA LIBERTAD|116639
72222|GUAYAQUIL|116640
72223|GUAYAQUIL|116641
72224|SALINAS|116642
72225|MANTA|116643
72226|GUALACEO|116644
72227|GUAYAQUIL|116645
72228|GUAYAQUIL|116646
72229|GUAYAQUIL|116647
72230|SANTA ELENA|116648
72231|PORTOVIEJO|116649
72232|GUAYAQUIL|116650
72233|SANTA ELENA|116651
72234|GUAYAQUIL|116652
72235|GUAYAQUIL|116653
72236|GUAYAQUIL|116654
72237|CUENCA|116655
72238|PUERTO LÓPEZ|116656
72239|SANTA ELENA|116657
72240|CUENCA|116658
72241|LAS NAVES|116659
72242|GUAYAQUIL|116660
72243|SANTA ELENA|116661
72244|GUAYAQUIL|116662
72245|SAN CRISTÓBAL|116663
72246|LA TRONCAL|116664
72247|GUAYAQUIL|116665
72248|GUAYAQUIL|116666
72249|GUAYAQUIL|116667
72250|PORTOVIEJO|116668
72251|GUAYAQUIL|116669
72252|GUAYAQUIL|116670
72253|ORELLANA|116671
72254|SALINAS|116672
72255|GUAYAQUIL|116673
72256|GUAYAQUIL|116674
72257|QUITO|116675
72258|GUAYAQUIL|116676
72259|DURÁN|116677
72260|QUEVEDO|116678
72261|GUAYAQUIL|116679
72262|BAÑOS DE AGUA SANTA|116680
72263|GUAYAQUIL|116681
72264|GUAYAQUIL|116682
72265|SALINAS|116683
72266|GUAYAQUIL|116684
72267|GUAYAQUIL|116685
72268|GUAYAQUIL|116686
72269|MILAGRO|116687
72270|ISABELA|116688
72271|GUAYAQUIL|116689
72272|MORONA|116690
72273|GUAYAQUIL|116691
72274|GUAYAQUIL|116692
72275|GUAYAQUIL|116693
72276|LA LIBERTAD|116694
72277|QUITO|116695
72278|GUAYAQUIL|116696
72279|SANTA ELENA|116697
72280|SANTA ELENA|116698
72281|SALINAS|116699
72282|SALINAS|116700
72283|MANTA|116701
72284|GUAYAQUIL|116702
72285|LA LIBERTAD|116703
72286|GUAYAQUIL|116704
72287|GUAYAQUIL|116705
72288|GUAYAQUIL|116706
72289|GUAYAQUIL|116707
72290|DAULE|116708
72291|ESMERALDAS|116709
72292|SALINAS|116710
72293|MANTA|116711
72294|GUAYAQUIL|116712
72295|GUAYAQUIL|116713
72296|GUAYAQUIL|116714
72297|SALINAS|116715
72298|JAMA|116716
72299|SALINAS|116717
72300|GUAYAQUIL|116718
72301|QUITO|116719
72302|GUAYAQUIL|116720
72303|ISABELA|116721
72304|SANTA ELENA|116722
72305|GUAYAQUIL|116723
72306|SALINAS|116724
72307|SALINAS|116725
72308|GUAYAQUIL|116726
72309|GUAYAQUIL|116727
72310|GUAYAQUIL|116728
72311|GUAYAQUIL|116729
72312|BALZAR|116730
72313|GUAYAQUIL|116731
72314|SANTA ROSA|116732
72315|SALINAS|116733
72316|PUERTO LÓPEZ|116734
72317|GUAYAQUIL|116735
72318|SALINAS|116736
72319|GUAYAQUIL|116737
72320|MANTA|116738
72321|GUAYAQUIL|116739
72322|MACHALA|116740
72323|GUAYAQUIL|116741
72324|CUENCA|116742
72325|LA TRONCAL|116743
72326|LA LIBERTAD|116744
72327|GUAYAQUIL|116745
72328|SANTA ELENA|116746
72329|GUAYAQUIL|116747
72330|SANTA ELENA|116748
72331|SANTA ELENA|116749
72332|SANTA ELENA|116750
72333|SANTA ELENA|116751
72334|GUAYAQUIL|116752
72335|GUAYAQUIL|116753
72336|GUAYAQUIL|116754
72337|CUENCA|116755
72338|DURÁN|116756
72339|PUERTO LÓPEZ|116757
72340|SALINAS|116758
72341|SALINAS|116759
72342|LA LIBERTAD|116760
72343|SALINAS|116761
72344|SALINAS|116762
72345|GUAYAQUIL|116763
72346|GUAYAQUIL|116764
72347|GUAYAQUIL|116765
72348|GUAYAQUIL|116766
72349|SALINAS|116767
72350|GUARANDA|116768
72351|SAMBORONDÓN|116769
72352|GUAYAQUIL|116770
72353|GUAYAQUIL|116771
72354|GUAYAQUIL|116772
72355|GUAYAQUIL|116773
72356|GUAYAQUIL|116774
72357|GUAYAQUIL|116775
72358|SAMBORONDÓN|116776
72359|GUAYAQUIL|116777
72360|DURÁN|116778
72361|GUAYAQUIL|116779
72362|GUAYAQUIL|116780
72363|SALINAS|116781
72364|SANTA ELENA|116782
72365|SAMBORONDÓN|116783
72366|SANTA ELENA|116784
72367|GUAYAQUIL|116785
72368|CUENCA|116786
72369|GUAYAQUIL|116787
72370|GUAYAQUIL|116788
72371|GUAYAQUIL|116789
72372|GUAYAQUIL|116790
72373|GUAYAQUIL|116791
72374|GUAYAQUIL|116792
72375|GUAYAQUIL|116793
72376|QUEVEDO|116794
72377|SALINAS|116795
72378|ATACAMES|116796
72379|PLAYAS|116797
72380|GUAYAQUIL|116798
72381|TENA|116799
72382|AMBATO|116800
72383|AMBATO|116801
72384|GUAYAQUIL|116802
72385|GUAYAQUIL|116803
72386|GUAYAQUIL|116804
72387|SALINAS|116805
72388|GUAYAQUIL|116806
72389|GUAYAQUIL|116807
72390|SUCRE|116808
72391|GUAYAQUIL|116809
72392|SANTA ELENA|116810
72393|GUAYAQUIL|116811
72394|SANTA ELENA|116812
72395|GUAYAQUIL|116813
72396|GUAYAQUIL|116814
72397|SANTA ELENA|116815
72398|GUAYAQUIL|116816
72399|GUAYAQUIL|116817
72400|SANTA ELENA|116818
72401|MACHALA|116819
72402|GUAYAQUIL|116820
72403|PLAYAS|116821
72404|GUAYAQUIL|116822
72405|SANTA ELENA|116823
72406|GUAYAQUIL|116824
72407|GUAYAQUIL|116825
72408|GUAYAQUIL|116826
72409|GUAYAQUIL|116827
72410|GUAYAQUIL|116828
72411|GUAYAQUIL|116829
72412|LA LIBERTAD|116830
72413|GUAYAQUIL|116831
72414|SALINAS|116832
72415|GUAYAQUIL|116833
72416|SANTA CRUZ|116834
72417|GUAYAQUIL|116835
72418|QUITO|116836
72419|SANTA ELENA|116837
72420|SANTA CRUZ|116838
72421|QUITO|116839
72422|QUITO|116840
72423|SANTA ELENA|116841
72424|GUAYAQUIL|116842
72425|SANTA ELENA|116843
72426|ORELLANA|116844
72427|SANTA ELENA|116845
72428|SANTA ELENA|116846
72429|SANTA ELENA|116847
72430|BABAHOYO|116848
72431|MANTA|116849
72432|SANTA ELENA|116850
72433|SALINAS|116851
72434|SANTA ELENA|116852
72435|GUAYAQUIL|116853
72436|SANTA ELENA|116854
72437|GUAYAQUIL|116855
72438|CUENCA|116856
72439|SALINAS|116857
72440|GUAYAQUIL|116858
72441|QUEVEDO|116859
72442|GUAYAQUIL|116860
72443|GUAYAQUIL|116861
72444|GUAYAQUIL|116862
72445|GUAYAQUIL|116863
72446|QUITO|116864
72447|CHONE|116865
72448|GUAYAQUIL|116866
72449|SANTA ELENA|116867
72450|SANTA ELENA|116868
72451|GUAYAQUIL|116869
72452|PEDRO CARBO|116870
72453|SALINAS|116871
72454|SANTA ROSA|116872
72455|GENERAL ANTONIO ELIZALDE|116873
72456|SALINAS|116874
72457|SALINAS|116875
72458|LA LIBERTAD|116876
72459|GUAYAQUIL|116877
72460|LA LIBERTAD|116878
72461|SANTA ROSA|116879
72462|GUAYAQUIL|116880
72463|SALINAS|116881
72464|GUAYAQUIL|116882
72465|SANTA CRUZ|116883
72466|GUAYAQUIL|116884
72467|GUAYAQUIL|116885
72468|GUAYAQUIL|116886
72469|GUAYAQUIL|116887
72470|GUAYAQUIL|116888
72471|JIPIJAPA|116889
72472|GUAYAQUIL|116890
72473|SAMBORONDÓN|116891
72474|GUAYAQUIL|116892
72475|GUAYAQUIL|116893
72476|LA LIBERTAD|116894
72477|GUAYAQUIL|116895
72478|SALINAS|116896
72479|GUAYAQUIL|116897
72480|GUAYAQUIL|116898
72481|GUAYAQUIL|116899
72482|GUAYAQUIL|116900
72483|SANTA ELENA|116901
72484|GUAYAQUIL|116902
72485|GUAYAQUIL|116903
72486|GUAYAQUIL|116904
72487|GUAYAQUIL|116905
72488|GUAYAQUIL|116906
72489|DAULE|116907
72490|CAMILO PONCE ENRÍQUEZ|116908
72491|CUENCA|116909
72492|GUAYAQUIL|116910
72493|MILAGRO|116911
72494|OÑA|116912
72495|GUAYAQUIL|116913
72496|GUAYAQUIL|116914
72497|MANTA|116915
72498|GUAYAQUIL|116916
72499|GUAYAQUIL|116917
72500|SANTA ELENA|116918
72501|SANTA ELENA|116919
72502|GUAYAQUIL|116920
72503|GUAYAQUIL|116921
72504|GUAYAQUIL|116922
72505|GUAYAQUIL|116923
72506|SANTA CRUZ|116924
72507|SANTA CRUZ|116925
72508|GUAYAQUIL|116926
72509|GUAYAQUIL|116927
72510|SALINAS|116928
72511|SANTA ELENA|116929
72512|GUAYAQUIL|116930
72513|GUAYAQUIL|116931
72514|SALINAS|116932
72515|BABAHOYO|116933
