idCategoria|Categoría|horarios|idEstablecimiento
2960|TERCERA|Lunes a Domingo 24 horas|25169
2961|CUARTA|Lunes a sabado de 08:00 a22:00|25170
2962|TERCERA|Lunes a viernes de 08:00 a 18:00|25171
2963|SEGUNDA|Lunes a Viernes 08h30 a 17h30|25172
2964|TERCERA|Lunes a Viernes 08h30 a 17h30|25173
2965|TERCERA|Lunes a sabado de 08:00 a22:00|25174
2966|CUARTA|Lunes a sabado de 08:00 a22:00|25175
2967|TERCERA|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25176
2968|TERCERA|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25177
2969|TERCERA|Lunes a sabado de 08:00 a22:00|25178
2970|TERCERA|Lunes a sabado de 08:00 a22:00|25179
2971|2 Estrellas|Lunes a sabado de 08:00 a22:00|25180
2972|2 Estrellas|Lunes a sabado de 08:00 a22:00|25181
2973|2 Estrellas|Lunes a viernes de 08:00 a 18:00|25182
2974|Categoría única|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25183
2975|TERCERA|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25184
2976|(1) Una taza|Lunes a sabado de 08:00 a22:00|25185
2977|(1) Un tenedor|Lunes a domingo 24 horas|25186
2978|TERCERA|Lunes a sabado de 08:00 a22:00|25187
2979|(1) Un tenedor|Lunes a domingo 24 horas|25188
2980|(1) Una copa|Lunes a sabado de 08:00 a22:00|25189
2981|TERCERA|Lunes a viernes 06:00 a 20:00|25190
2982|2 ESTRELLAS|Lunes a sabado de 08:00 a22:00|25191
2983|SEGUNDA / 2 COPAS|Lunes a viernes 06:00 a 20:00|25192
2984|TERCERA / 1 COPA|Lunes a sabado de 08:00 a22:00|25193
2985|4 Estrellas|Lunes a sabado de 08:00 a22:00|25194
2986|SEGUNDA|Lunes a sabado de 08:00 a22:00|25195
2987|2 Estrellas|Lunes a viernes de 08:00 a 18:00|25196
2988|CUARTA / 1 TENEDOR|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25197
2989|TERCERA|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25198
2990|CUARTA|Lunes a viernes 06:00 a 20:00|25199
2991|(1) Un tenedor|Lunes a viernes 06:00 a 20:00|25200
2992|1 Estrellas|Lunes a viernes 06:00 a 20:00|25201
2993|(1) Una copa|Lunes a viernes 06:00 a 20:00|25202
2994|SEGUNDA|Lunes a viernes 06:00 a 20:00|25203
2995|TERCERA|Lunes a viernes 06:00 a 20:00|25204
2996|TERCERA|Lunes a viernes 06:00 a 20:00|25205
2997|CUARTA|Lunes a viernes 06:00 a 20:00|25206
2998|(1) Una taza|Lunes a Domingo 24 horas|25207
2999|SEGUNDA|Lunes a viernes 06:00 a 20:00|25208
3000|PRIMERA|Lunes a domingo 24 horas|25209
3001|TERCERA|Lunes a Viernes 08h30 a 17h00|25210
3002|CUARTA|Lunes a sabado de 08:00 a22:00|25211
3003|TERCERA|Lunes a sabado de 08:00 a22:00|25212
3004|CUARTA|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25213
3005|SEGUNDA|Lunes a sabado de 08:00 a22:00|25214
3006|(1) Una taza|Lunes a sabado de 08:00 a22:00|25215
3007|SEGUNDA|Lunes a sabado de 08:00 a22:00|25216
3008|SEGUNDA|Lunes a domingo 24 horas|25217
3009|TERCERA|lunes a sabado de 8:00 a 18:00|25218
3010|1 Estrellas|Lunes a domingo 24 horas|25219
3011|1 Estrellas|Lunes a domingo 24 horas|25220
3012|1 Estrellas|Lunes a domingo 24 horas|25221
3013|TERCERA|Lunes a domingo 24 horas|25222
3014|SEGUNDA|Lunes a viernes 06:00 a 20:00|25223
3015|1 ESTRELLAS|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25224
3016|SEGUNDA|Lunes a Viernes 08h30 a 17h00|25225
3017|CUARTA|Lunes a sabado de 08:00 a22:00|25226
3018|TERCERA|Lunes a Viernes 08h30 a 17h00|25227
3019|TERCERA|Lunes a viernes 06:00 a 20:00|25228
3020|CUARTA|Lunes a sabado de 08:00 a22:00|25229
3021|TERCERA|Lunes a domingo 24 horas|25230
3022|CUARTA|Lunes a Domingo 24 horas|25231
3023|2 Estrellas|Lunes a viernes de 08:00 a 18:00|25232
3024|SEGUNDA|Lunes a sabado de 08:00 a22:00|25233
3025|(1) Un tenedor|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25234
3026|TERCERA|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25235
3027|TERCERA|Lunes a sabado de 08:00 a22:00|25236
3028|(1) Una taza|Lunes a domingo 24 horas|25237
3029|SEGUNDA|Lunes a domingo 24 horas|25238
3030|SEGUNDA|Lunes a domingo 24 horas|25239
3031|(1) Un tenedor|Lunes a Viernes 08h30 a 17h00|25240
3032|TERCERA / 2 TENEDORES|Lunes a sabado de 08:00 a22:00|25241
3033|TERCERA|Lunes a sabado de 08:00 a22:00|25242
3034|(1) Una copa|Lunes a sabado de 08:00 a22:00|25243
3035|SEGUNDA|Lunes a domingo 24 horas|25244
3036|2 Estrellas|Lunes a sabado de 08:00 a22:00|25245
3037|TERCERA|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25246
3038|3 Estrellas|Lunes a domingo 24 horas|25247
3039|TERCERA|Lunes a viernes a partir de las 08h00 hasta 17h00|25248
3040|TERCERA|Lunes a domingo 24 horas|25249
3041|TERCERA|Lunes a domingo 24 horas|25250
3042|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|25251
3043|TERCERA|Lunes a viernes 06:00 a 20:00|25252
3044|(1) Un tenedor|Lunes a viernes 06:00 a 20:00|25253
3045|1 Estrellas|Lunes a Viernes 08h30 a 17h00|25254
3046|(1) Una tazas|Lunes a Viernes 08h30 a 17h30|25255
3047|SEGUNDA|Lunes a Viernes 08h30 a 17h30|25256
3048|1 Estrellas|Lunes a sabado de 08:00 a22:00|25257
3049|TERCERA|Lunes a sabado de 08:00 a22:00|25258
3050|(1) Una taza|Lunes a sabado de 08:00 a22:00|25259
3051|(1) Una taza|Lunes a sabado de 08:00 a22:00|25260
3052|TERCERA|Lunes a sabado de 08:00 a22:00|25261
3053|TERCERA|Lunes a sabado de 08:00 a22:00|25262
3054|CUARTA|Lunes a Domingo 24 horas|25263
3055|TERCERA|Lunes a viernes 06:00 a 20:00|25264
3056|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|25265
3057|CUARTA|Lunes a sabado de 08:00 a22:00|25266
3058|TERCERA|Lunes a sabado de 08:00 a22:00|25267
3059|SEGUNDA|Lunes a viernes 06:00 a 20:00|25268
3060|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|25269
3061|(1) Una taza|Lunes a viernes 06:00 a 20:00|25270
3062|1 Estrellas|Lunes a sabado de 08:00 a22:00|25271
3063|TERCERA|Lunes a sabado de 08:00 a22:00|25272
3064|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|25273
3065|SEGUNDA|Lunes a sabado de 08:00 a22:00|25274
3066|CUARTA|Lunes a sabado de 08:00 a22:00|25275
3067|TERCERA|Lunes a sabado de 08:00 a22:00|25276
3068|2 Estrellas|Lunes a sabado de 08:00 a22:00|25277
3069|TERCERA|Lunes a viernes 06:00 a 20:00|25278
3070|2 Estrellas|Lunes a viernes 06:00 a 20:00|25279
3071|Categoría única|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25280
3072|SEGUNDA|Lunes a viernes 06:00 a 20:00|25281
3073|(1) Una taza|Lunes a sabado de 08:00 a22:00|25282
3074|(1) Un tenedor|Lunes a viernes 06:00 a 20:00|25283
3075|TERCERA|Lunes a sabado de 08:00 a22:00|25284
3076|SEGUNDA|Lunes a sabado de 08:00 a22:00|25285
3077|TERCERA|Lunes a domingo 24 horas|25286
3078|Categoría única|Lunes a sabado de 08:00 a22:00|25287
3079|2 ESTRELLAS|Lunes a sabado de 08:00 a22:00|25288
3080|1 Estrellas|Lunes a domingo 24 horas|25289
3081|SEGUNDA|Lunes a domingo 24 horas|25290
3082|PRIMERA / 1 TAZA|Lunes a sabado de 08:00 a22:00|25291
3083|TERCERA|Lunes a domingo 24 horas|25292
3084|CUARTA|Lunes a domingo 24 horas|25293
3085|(1) Un tenedor|Lunes a Domingo 24 horas|25294
3086|CUARTA / 1 TENEDOR|Lunes a sabado de 06:00 a22:00|25295
3087|TERCERA|Lunes a domingo 24 horas|25296
3088|SEGUNDA|Lunes a sabado de 08:00 a22:00|25297
3089|(1) Una taza|Lunes a Viernes 08h30 a 17h30|25298
3090|(3) Tres tenedores|Lunes a sabado de 08:00 a22:00|25299
3091|TERCERA|Lunes a sabado de 08:00 a22:00|25300
3092|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|25301
3093|Categoría única|Lunes a Domingo 24 horas|25302
3094|(1) Un tenedor|Lunes a Domingo 24 horas|25303
3095|TERCERA|Lunes a Viernes 08h30 a 17h30|25304
3096|TERCERA|Lunes a domingo 24 horas|25305
3097|SEGUNDA|Lunes a domingo 24 horas|25306
3098|3 Estrellas|Lunes a sabado de 08:00 a22:00|25307
3099|TERCERA|Lunes a sabado de 08:00 a22:00|25308
3100|TERCERA|Lunes a sabado de 08:00 a22:00|25309
3101|TERCERA|Lunes a sabado de 08:00 a22:00|25310
3102|(1) Una copa|Lunes a sabado de 08:00 a22:00|25311
3103|(1) Una tazas|Lunes a sabado de 08:00 a22:00|25312
3104|(1) Una taza|Lunes a sabado de 08:00 a22:00|25313
3105|2 Estrellas|Lunes a sabado de 08:00 a22:00|25314
3106|(1) Una copa|Lunes a sabado de 08:00 a22:00|25315
3107|2 ESTRELLAS|Lunes a sabado de 08:00 a22:00|25316
3108|Categoría única|Lunes a sabado de 08:00 a22:00|25317
3109|TERCERA|Lunes a viernes 06:00 a 20:00|25318
3110|SEGUNDA|Lunes a viernes 06:00 a 20:00|25319
3111|(1) Una taza|Lunes a sabado de 08:00 a22:00|25320
3112|3 Estrellas|Lunes a sabado de 08:00 a22:00|25321
3113|SEGUNDA / 2 COPAS|Lunes a sabado de 08:00 a22:00|25322
3114|CUARTA|Lunes a sabado de 08:00 a22:00|25323
3115|1 Estrellas|Lunes a Viernes 08h30 a 17h00|25324
3116|CUARTA|Lunes a domingo 24 horas|25325
3117|2 Estrellas|Lunes a domingo 24 horas|25326
3118|(1) Una copa|Lunes a sabado de 08:00 a22:00|25327
3119|(1) Un tenedor|Lunes a domingo 24 horas|25328
3120|TERCERA|Lunes a sabado de 08:00 a22:00|25329
3121|TERCERA|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25330
3122|(1) Un tenedor|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25331
3123|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|25332
3124|(1) Un tenedor|Lunes a domingo 24 horas|25333
3125|TERCERA|Lunes a domingo 24 horas|25334
3126|(1) Una taza|Lunes a domingo 24 horas|25335
3127|2 Estrellas|Lunes a Domingo 24 horas|25336
3128|SEGUNDA / 3 TENEDORES|Lunes a viernes 06:00 a 20:00|25337
3129|SEGUNDA|Lunes a viernes 06:00 a 20:00|25338
3130|SEGUNDA|Lunes a viernes 06:00 a 20:00|25339
3131|TERCERA|Lunes a sabado de 08:00 a22:00|25340
3132|TERCERA|Lunes a sabado de 08:00 a22:00|25341
3133|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|25342
3134|(3) Tres tenedores|Lunes a viernes 06:00 a 20:00|25343
3135|3 Estrellas|Lunes a sabado de 08:00 a22:00|25344
3136|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|25345
3137|(1) Una taza|Lunes a Domingo 24 horas|25346
3138|(1) Una tazas|Lunes a domingo 24 horas|25347
3139|CUARTA|Lunes a sabado de 08:00 a22:00|25348
3140|TERCERA|Lunes a Domingo 24 horas|25349
3141|(1) Una copa|Lunes a sabado de 08:00 a22:00|25350
3142|3 ESTRELLAS|24 horas|25351
3143|TERCERA|Lunes a sabado de 08:00 a22:00|25352
3144|SEGUNDA|Lunes a sabado de 08:00 a22:00|25353
3145|PRIMERA / 1 TAZA|Lunes a sabado de 08:00 a22:00|25354
3146|1 Estrellas|Lunes a sabado de 08:00 a22:00|25355
3147|CUARTA|Lunes a sabado de 08:00 a22:00|25356
3148|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|25357
3149|SEGUNDA|Lunes a sabado de 08:00 a22:00|25358
3150|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|25359
3151|TERCERA|Lunes a sabado de 08:00 a22:00|25360
3152|TERCERA|Lunes a Viernes 08h30 a 17h00|25361
3153|TERCERA|Lunes a sabado de 08:00 a22:00|25362
3154|1 Estrellas|Lunes a Domingo 24 horas|25363
3155|TERCERA|Lunes a Domingo 24 horas|25364
3156|TERCERA|Lunes a viernes de 08:00 a 18:00|25365
3157|(1) Una copa|Lunes a domingo 24 horas|25366
3158|(1) Una copa|Lunes a Viernes 08h30 a 17h30|25367
3159|TERCERA|Lunes a viernes de 08:00 a 18:00|25368
3160|TERCERA|Lunes a viernes de 08:00 a 18:00|25369
3161|TERCERA|Lunes a domingo 24 horas|25370
3162|(1) Un tenedor|Lunes a domingo 24 horas|25371
3163|SEGUNDA|Lunes a Viernes 08h30 a 17h30|25372
3164|SEGUNDA / 3 TENEDORES|Lunes a viernes de 08:00 a 18:00|25373
3165|(1) Un tenedor|Lunes a domingo 24 horas|25374
3166|(1) Un tenedor|Lunes a domingo 24 horas|25375
3167|(1) Un tenedor|Lunes a viernes 06:00 a 20:00|25376
3168|SEGUNDA|Lunes a viernes 06:00 a 20:00|25377
3169|2 Estrellas|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25378
3170|TERCERA|Lunes a viernes 06:00 a 20:00|25379
3171|CUARTA|Lunes a viernes 06:00 a 20:00|25380
3172|TERCERA|Lunes a sabado de 08:00 a22:00|25381
3173|PRIMERA / 1 TAZA|Lunes a sabado de 08:00 a22:00|25382
3174|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|25383
3175|(1) Una copa|Lunes a domingo 24 horas|25384
3176|(1) Una copa|Lunes a domingo 24 horas|25385
3177|(1) Un tenedor|lunes a sabado de 8:00 a 18:00|25386
3178|SEGUNDA / 3 TENEDORES|Lunes a Domingo 24 horas|25387
3179|2 Estrellas|Lunes a domingo 24 horas|25388
3180|PRIMERA / 1 TAZA|24 horas|25389
3181|TERCERA|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25390
3182|1 ESTRELLAS|Lunes a sabado de 08:00 a22:00|25391
3183|3 Estrellas|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25392
3184|SEGUNDA|Lunes a Domingo 24 horas|25393
3185|SEGUNDA / 3 TENEDORES|Lunes a Viernes 08h30 a 17h30|25394
3186|(1) Un tenedor|Lunes a Domingo 24 horas|25395
3187|TERCERA|24 horas|25396
3188|TERCERA|24 horas|25397
3189|TERCERA|Lunes a domingo 24 horas|25398
3190|(1) Un tenedor|Lunes a domingo 24 horas|25399
3191|SEGUNDA|Lunes a Domingo 24 horas|25400
3192|TERCERA|24 horas|25401
3193|(1) Una copa|Lunes a Domingo 24 horas|25402
3194|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|25403
3195|TERCERA|Lunes a domingo 24 horas|25404
3196|(1) Una tazas|Lunes a sabado de 08:00 a22:00|25405
3197|(1) Una copa|Lunes a sabado de 08:00 a22:00|25406
3198|(1) Un tenedor|Lunes a Domingo 24 horas|25407
3199|TERCERA|Lunes a Domingo 24 horas|25408
3200|TERCERA|Lunes a Domingo 24 horas|25409
3201|SEGUNDA|Lunes a domingo 24 horas|25410
3202|TERCERA|Lunes a Viernes 08h30 a 17h00|25411
3203|(1) Un tenedor|Lunes a Viernes 08h30 a 17h00|25412
3204|TERCERA|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25413
3205|TERCERA|Lunes a sabado de 08:00 a22:00|25414
3206|CUARTA / 1 TENEDOR|Lunes a domingo 24 horas|25415
3207|(1) Una copa|Lunes a Domingo 24 horas|25416
3208|(1) Una copa|Lunes a sabado de 08:00 a22:00|25417
3209|CUARTA|Lunes a sabado de 10:00 a 20:00|25418
3210|(2) Dos copas|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25419
3211|(1) Una copa|Lunes a sabado de 08:00 a22:00|25420
3212|1 Estrellas|Lunes a sabado de 08:00 a22:00|25421
3213|SEGUNDA|Lunes a domingo 24 horas|25422
3214|SEGUNDA|Lunes a domingo 24 horas|25423
3215|2 Estrellas|Lunes a sabado de 08:00 a22:00|25424
3216|3 Estrellas|Lunes a domingo 24 horas|25425
3217|AGENCIA DE VIAJES INTERNACIONAL|Lunes a domingo 24 horas|25426
3218|AGENCIA DE VIAJES INTERNACIONAL|Lunes a sabado de 08:00 a22:00|25427
3219|3 Estrellas|Lunes a sabado de 08:00 a22:00|25428
3220|OPERADOR TURÍSTICO|Lunes a sabado de 08:00 a22:00|25429
3221|Categoría única|Lunes a domingo 24 horas|25430
3222|Categoría única|Lunes a Domingo 24 horas|25431
3223|AGENCIA DE VIAJES DUAL|Lunes a sabado de 08:00 a22:00|25432
3224|Categoría única|Lunes a domingo 24 horas|25433
3225|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|25434
3226|OPERADOR TURÍSTICO|Lunes a Domingo 24 horas|25435
3227|OPERADOR TURÍSTICO|24 horas|25436
3228|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|25437
3229|(3) Tres tenedores|Lunes a domingo 24 horas|25438
3230|OPERADOR TURÍSTICO|Lunes a Domingo 24 horas|25439
3231|3 Estrellas|Lunes a viernes de 08:00 a 18:00|25440
3232|OPERADOR TURÍSTICO|Lunes a sabado de 08:00 a22:00|25441
3233|OPERADOR TURÍSTICO|Lunes a sabado de 08:00 a22:00|25442
3234|AGENCIA DE VIAJES INTERNACIONAL|Lunes a sabado de 08:00 a22:00|25443
3235|SERVICIO TRANSP.TERRES.TURIS.|Lunes a sabado de 08:00 a22:00|25444
3236|SERVICIO TRANSP.TERRES.TURIS.|Lunes a sabado de 08:00 a22:00|25445
3237|SERVICIO TRANSP.TERRES.TURIS.|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|25446
3238|TERCERA|Lunes a sabado de 08:00 a22:00|25447
3239|OPERADOR TURÍSTICO|Lunes a sabado de 08:00 a22:00|25448
3240|SEGUNDA|Lunes a domingo 24 horas|25449
3241|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|25450
3242|OPERADOR TURÍSTICO|Lunes a sabado de 08:00 a22:00|25451
3243|2 Estrellas|24 horas|25452
3244|AGENCIA DE VIAJES DUAL|Lunes a sabado de 08:00 a22:00|25453
3245|SERVICIO TRANSP.TERRES.TURIS.|24 horas|25454
3246|3 Estrellas|Lunes a sabado de 08:00 a22:00|25455
3247|3 Estrellas|Lunes a sabado de 08:00 a22:00|25456
3248|5 Estrellas|Lunes a sabado de 08:00 a22:00|25457
3249|SEGUNDA|Lunes a sabado de 08:00 a22:00|25458
3250|SEGUNDA|Lunes a Domingo 24 horas|25459
3251|OPERADOR TURÍSTICO|Lunes a viernes de 08:00 a 18:00|25460
3252|OPERADOR TURÍSTICO|24 horas|25461
3253|(1) Un tenedor|24 horas|25462
3254|AGENCIA DE VIAJES INTERNACIONAL|Lunes a sabado de 08:00 a22:00|25463
3255|AGENCIA DE VIAJES INTERNACIONAL|Lunes a Viernes 08h30 a 17h00|25464
3256|SERVICIO TRANSP.TERRES.TURIS.|Lunes a viernes 8h15 a 17h00|25465
3257|Categoría única|Lunes a viernes 8h15 a 17h00|25466
3258|2 Estrellas|24 horas|25467
3259|AGENCIA DE VIAJES INTERNACIONAL|24 horas|25468
3260|AGENCIA DE VIAJES INTERNACIONAL|24 horas|25469
3261|3 Estrellas|24 horas|25470
3262|AGENCIA DE VIAJES INTERNACIONAL|24 horas|25471
3263|AGENCIA DE VIAJES INTERNACIONAL|24 horas|25472
3264|OPERADOR TURÍSTICO|24 horas|25473
3265|OPERADOR TURÍSTICO|24 horas|25474
3266|SERVICIO TRANSP.TERRES.TURIS.|24 horas|25475
3267|AGENCIA DE VIAJES DUAL|24 horas|25476
3268|OPERADOR TURÍSTICO|24 horas|25477
3269|TERCERA|24 horas|25478
3270|AGENCIA DE VIAJES INTERNACIONAL|24 horas|25479
3271|OPERADOR TURÍSTICO|24 horas|25480
3272|OPERADOR TURÍSTICO|24 horas|25481
3273|TERCERA|24 horas|25482
3274|AGENCIA DE VIAJES INTERNACIONAL|Lunes a Viernes 08h30 a 17h00|25483
3275|TERCERA|Lunes a sabado de 08:00 a22:00|25484
3276|OPERADOR TURÍSTICO|Lunes a sabado de 08:00 a22:00|25485
3277|Categoría única|Lunes a sabado de 08:00 a22:00|25486
3278|(1) Una tazas|Lunes a sabado de 08:00 a22:00|25487
3279|(1) Una tazas|Lunes a domingo 24 horas|25488
3280|(1) Una tazas|Lunes a viernes 06:00 a 20:00|25489
3281|(1) Una taza|Lunes a Viernes 08h30 a 17h00|25490
3282|(1) Una taza|Lunes a domingo 24 horas|25491
3283|PRIMERA / 1 TAZA|Lunes a domingo 24 horas|25492
3284|PRIMERA / 1 TAZA|Lunes a Viernes 08h30 a 17h00|25493
3285|PRIMERA / 1 TAZA|Lunes a domingo 24 horas|25494
3286|PRIMERA / 1 TAZA|24 horas|25495
3287|(1) Un tenedor|Lunes a domingo 24 horas|25496
3288|AGENCIA DE VIAJES DUAL|Lunes a Domingo 24 horas|25497
3289|AGENCIA DE VIAJES DUAL|24 horas|25498
3290|AGENCIA DE VIAJES INTERNACIONAL|24 horas|25499
3291|AGENCIA DE VIAJES INTERNACIONAL|24 horas|25500
3292|AGENCIA DE VIAJES DUAL|Lunes a sabado de 08:00 a22:00|25501
3293|AGENCIA DE VIAJES INTERNACIONAL|Lunes a sabado de 08:00 a22:00|25502
3294|AGENCIA DE VIAJES INTERNACIONAL|Lunes a sabado de 08:00 a22:00|25503
3295|OPERADOR TURÍSTICO|Lunes a sabado de 08:00 a22:00|25504
3296|OPERADOR TURÍSTICO|Lunes a sabado de 08:00 a22:00|25505
3297|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|25506
3298|3 Estrellas|24 horas|25507
3299|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|25508
3300|1 Estrellas|Lunes a sabado de 08:00 a22:00|25509
3301|CUARTA|24 horas|25510
3302|TERCERA|Lunes a sabado de 08:00 a22:00|25511
3303|2 Estrellas|24 horas|25512
3304|1 Estrellas|24 horas|25513
3305|SEGUNDA|Lunes a sabado de 08:00 a22:00|25514
3306|PRIMERA|Lunes a domingo 24 horas|25515
3307|1 Estrellas|Lunes a Viernes 08h30 a 17h00|25516
3308|TERCERA|Lunes a sabado de 08:00 a22:00|25517
3309|TERCERA|24 horas|25518
3310|CUARTA|Lunes a domingo 24 horas|25519
3311|1 Estrellas|Lunes a Domingo 24 horas|25520
3312|TERCERA|Lunes a domingo 24 horas|25521
3313|TERCERA|Lunes a viernes 06:00 a 20:00|25522
3314|PRIMERA|Lunes a sabado de 08:00 a22:00|25523
3315|SEGUNDA|Lunes a Viernes 08h30 a 17h00|25524
3316|3 Estrellas|Lunes a sabado de 08:00 a22:00|25525
3317|(1) Una copa|Lunes a viernes 06:00 a 20:00|25526
3318|SEGUNDA|Lunes a sabado de 08:00 a22:00|25527
3319|1 Estrellas|Lunes a sabado de 08:00 a22:00|25528
3320|2 Estrellas|Lunes a sabado de 08:00 a22:00|25529
3321|CUARTA|Lunes a sabado de 08:00 a22:00|25530
3322|TERCERA|Lunes a sabado de 08:00 a22:00|25531
3323|CUARTA|Lunes a sabado de 08:00 a22:00|25532
3324|TERCERA|Lunes a domingo 24 horas|25533
3325|TERCERA|Lunes a sabado de 08:00 a22:00|25534
3326|2 Estrellas|Lunes a domingo 24 horas|25535
3327|TERCERA|Lunes a domingo 24 horas|25536
3328|2 Estrellas|Lunes a sabado de 08:00 a22:00|25537
3329|2 Estrellas|Lunes a sabado de 08:00 a22:00|25538
3330|2 Estrellas|Lunes a sabado de 08:00 a22:00|25539
3331|TERCERA|Lunes a sabado de 08:00 a22:00|25540
3332|SEGUNDA|24 horas|25541
3333|TERCERA|Lunes a Domingo 24 horas|25542
3334|SEGUNDA|Lunes a sabado de 08:00 a22:00|25543
3335|TERCERA|Lunes a sabado de 08:00 a22:00|25544
3336|TERCERA|Lunes a Domingo 24 horas|25545
3337|CUARTA|24 horas|25546
3338|1 Estrellas|Lunes a domingo 24 horas|25547
3339|1 Estrellas|Lunes a sabado de 08:00 a22:00|25548
3340|1 Estrellas|Lunes a domingo 24 horas|25549
3341|TERCERA|Lunes a domingo 24 horas|25550
3342|SEGUNDA|24 horas|25551
3343|(1) Un tenedor|Lunes a domingo 24 horas|25552
3344|3 Estrellas|Lunes a Domingo 24 horas|25553
3345|TERCERA|Lunes a sabado de 08:00 a22:00|25554
3346|SEGUNDA|Lunes a Domingo 24 horas|25555
3347|1 Estrellas|Lunes a viernes de 08:00 a 18:00|25556
3348|TERCERA|Lunes a domingo 24 horas|25557
3349|CUARTA|Lunes a Domingo 24 horas|25558
3350|1 Estrellas|Lunes a Domingo 24 horas|25559
3351|3 Estrellas|Lunes a sabado de 08:00 a22:00|25560
3352|2 Estrellas|Lunes a Domingo 24 horas|25561
3353|3 Estrellas|Lunes a domingo 24 horas|25562
3354|1 Estrellas|Lunes a sabado de 10:00 a 20:00|25563
3355|TERCERA|Lunes a Domingo 24 horas|25564
3356|TERCERA|Lunes a sabado de 08:00 a22:00|25565
3357|TERCERA|Lunes a sabado de 08:00 a22:00|25566
3358|SEGUNDA|Lunes a sabado de 08:00 a22:00|25567
3359|TERCERA|Lunes a sabado de 08:00 a22:00|25568
3360|SEGUNDA|Lunes a viernes 06:00 a 20:00|25569
3361|PRIMERA|Lunes a Domingo 24 horas|25570
3362|3 Estrellas|Lunes a sabado de 08:00 a22:00|25571
3363|2 Estrellas|Lunes a Domingo 24 horas|25572
3364|CUARTA|Lunes a domingo 24 horas|25573
3365|1 Estrellas|Lunes a sabado de 08:00 a22:00|25574
3366|SEGUNDA|Lunes a sabado de 08:00 a22:00|25575
