idCategoria|Categoría|horarios|idEstablecimiento
9375|TERCERA|Lunes a domingo 24 horas|31584
9376|1 ESTRELLAS|Lunes a domingo 24 horas|31585
9377|1 Estrellas|Lunes a domingo 24 horas|31586
9378|TERCERA / 2 TENEDORES|Lunes a domingo 24 horas|31587
9379|TERCERA|Lunes a domingo 24 horas|31588
9380|2 Estrellas|Lunes a domingo 24 horas|31589
9381|SEGUNDA|Lunes a domingo 24 horas|31590
9382|SEGUNDA|Lunes a domingo 24 horas|31591
9383|3 Estrellas|Lunes a domingo 24 horas|31592
9384|TERCERA|Lunes a domingo 24 horas|31593
9385|(1) Una taza|Lunes a domingo 24 horas|31594
9386|TERCERA|Lunes a domingo 24 horas|31595
9387|TERCERA|Lunes a domingo 24 horas|31596
9388|TERCERA|Lunes a domingo 24 horas|31597
9389|CUARTA|Lunes a domingo 24 horas|31598
9390|(1) Una copa|Lunes a domingo 24 horas|31599
9391|4 Estrellas|Lunes a domingo 24 horas|31600
9392|3 ESTRELLAS|Lunes a domingo 24 horas|31601
9393|Categoría única|Lunes a domingo 24 horas|31602
9394|SEGUNDA|Lunes a domingo 24 horas|31603
9395|TERCERA|Lunes a domingo 24 horas|31604
9396|TERCERA|Lunes a domingo 24 horas|31605
9397|SEGUNDA|Lunes a domingo 24 horas|31606
9398|PRIMERA|Lunes a domingo 24 horas|31607
9399|SEGUNDA|Lunes a domingo 24 horas|31608
9400|1 Estrellas|Lunes a domingo 24 horas|31609
9401|1 Estrellas|Lunes a domingo 24 horas|31610
9402|TERCERA|Lunes a domingo 24 horas|31611
9403|TERCERA|Lunes a domingo 24 horas|31612
9404|1 Estrellas|Lunes a domingo 24 horas|31613
9405|(1) Un tenedor|Lunes a domingo 24 horas|31614
9406|2 Estrellas|Lunes a domingo 24 horas|31615
9407|TERCERA|Lunes a domingo 24 horas|31616
9408|SEGUNDA|Lunes a domingo 24 horas|31617
9409|1 Estrellas|Lunes a domingo 24 horas|31618
9410|SEGUNDA|Lunes a domingo 24 horas|31619
9411|(2) Dos tenedores|Lunes a domingo 24 horas|31620
9412|TERCERA|Lunes a domingo 24 horas|31621
9413|CUARTA|Lunes a domingo 24 horas|31622
9414|1 Estrellas|Lunes a domingo 24 horas|31623
9415|TERCERA|Lunes a domingo 24 horas|31624
9416|PRIMERA / 3 COPAS|Lunes a domingo 24 horas|31625
9417|(1) Una copa|Lunes a domingo 24 horas|31626
9418|TERCERA|Lunes a domingo 24 horas|31627
9419|TERCERA|Lunes a domingo 24 horas|31628
9420|1 Estrellas|Lunes a domingo 24 horas|31629
9421|TERCERA|Lunes a domingo 24 horas|31630
9422|1 Estrellas|Lunes a domingo 24 horas|31631
9423|1 Estrellas|Lunes a domingo 24 horas|31632
9424|1 Estrellas|Lunes a domingo 24 horas|31633
9425|SEGUNDA|Lunes a domingo 24 horas|31634
9426|Categoría única|Lunes a domingo 24 horas|31635
9427|1 Estrellas|Lunes a domingo 24 horas|31636
9428|1 Estrellas|Lunes a domingo 24 horas|31637
9429|CUARTA / 1 TENEDOR|Lunes a domingo 24 horas|31638
9430|TERCERA|Lunes a domingo 24 horas|31639
9431|SEGUNDA|Lunes a domingo 24 horas|31640
9432|1 Estrellas|Lunes a domingo 24 horas|31641
9433|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|31642
9434|2 Estrellas|Lunes a domingo 24 horas|31643
9435|1 Estrellas|Lunes a domingo 24 horas|31644
9436|SEGUNDA|Lunes a domingo 24 horas|31645
9437|CUARTA|Lunes a domingo 24 horas|31646
9438|TERCERA|Lunes a domingo 24 horas|31647
9439|TERCERA|Lunes a domingo 24 horas|31648
9440|TERCERA|Lunes a domingo 24 horas|31649
9441|TERCERA|Lunes a domingo 24 horas|31650
9442|TERCERA|Lunes a domingo 24 horas|31651
9443|2 Estrellas|Lunes a domingo 24 horas|31652
9444|2 Estrellas|Lunes a domingo 24 horas|31653
9445|SEGUNDA|Lunes a domingo 24 horas|31654
9446|TERCERA|Lunes a domingo 24 horas|31655
9447|TERCERA|Lunes a domingo 24 horas|31656
9448|TERCERA|Lunes a domingo 24 horas|31657
9449|TERCERA|Lunes a domingo 24 horas|31658
9450|TERCERA|Lunes a domingo 24 horas|31659
9451|TERCERA|Lunes a domingo 24 horas|31660
9452|TERCERA|Lunes a domingo 24 horas|31661
9453|TERCERA|Lunes a domingo 24 horas|31662
9454|TERCERA|Lunes a domingo 24 horas|31663
9455|TERCERA|Lunes a domingo 24 horas|31664
9456|TERCERA|Lunes a domingo 24 horas|31665
9457|PRIMERA|Lunes a domingo 24 horas|31666
9458|SEGUNDA|Lunes a domingo 24 horas|31667
9459|SEGUNDA|Lunes a domingo 24 horas|31668
9460|CUARTA|Lunes a domingo 24 horas|31669
9461|TERCERA|Lunes a domingo 24 horas|31670
9462|(1) Un tenedor|Lunes a domingo 24 horas|31671
9463|(1) Una copa|Lunes a domingo 24 horas|31672
9464|2 Estrellas|Lunes a domingo 24 horas|31673
9465|2 ESTRELLAS|Lunes a domingo 24 horas|31674
9466|TERCERA|Lunes a domingo 24 horas|31675
9467|1 Estrellas|Lunes a domingo 24 horas|31676
9468|CUARTA / 1 TENEDOR|Lunes a domingo 24 horas|31677
9469|LUJO / 2 TAZAS|Lunes a domingo 24 horas|31678
9470|(1) Un tenedor|Lunes a domingo 24 horas|31679
9471|TERCERA|Lunes a domingo 24 horas|31680
9472|CUARTA|Lunes a domingo 24 horas|31681
9473|TERCERA|Lunes a domingo 24 horas|31682
9474|PRIMERA|Lunes a domingo 24 horas|31683
9475|1 Estrellas|Lunes a domingo 24 horas|31684
9476|(1) Un tenedor|Lunes a domingo 24 horas|31685
9477|(1) Una copa|Lunes a domingo 24 horas|31686
9478|(1) Una copa|Lunes a domingo 24 horas|31687
9479|SEGUNDA|Lunes a domingo 24 horas|31688
9480|2 Estrellas|Lunes a domingo 24 horas|31689
9481|(1) Un tenedor|Lunes a domingo 24 horas|31690
9482|TERCERA|Lunes a domingo 24 horas|31691
9483|TERCERA|Lunes a domingo 24 horas|31692
9484|TERCERA|Lunes a domingo 24 horas|31693
9485|3 Estrellas|Lunes a domingo 24 horas|31694
9486|SEGUNDA|Lunes a domingo 24 horas|31695
9487|(1) Un tenedor|Lunes a domingo 24 horas|31696
9488|SEGUNDA|Lunes a domingo 24 horas|31697
9489|TERCERA|Lunes a domingo 24 horas|31698
9490|(1) Un tenedor|Lunes a domingo 24 horas|31699
9491|2 ESTRELLAS|Lunes a domingo 24 horas|31700
9492|TERCERA|Lunes a domingo 24 horas|31701
9493|TERCERA|Lunes a domingo 24 horas|31702
9494|SEGUNDA|Lunes a domingo 24 horas|31703
9495|(1) Una copa|Lunes a domingo 24 horas|31704
9496|TERCERA|Lunes a domingo 24 horas|31705
9497|CUARTA|Lunes a domingo 24 horas|31706
9498|1 Estrellas|Lunes a domingo 24 horas|31707
9499|(1) Un tenedor|Lunes a domingo 24 horas|31708
9500|(1) Un tenedor|Lunes a domingo 24 horas|31709
9501|SEGUNDA|Lunes a domingo 24 horas|31710
9502|SEGUNDA|Lunes a domingo 24 horas|31711
9503|SEGUNDA|Lunes a domingo 24 horas|31712
9504|3 Estrellas|Lunes a domingo 24 horas|31713
9505|TERCERA|Lunes a domingo 24 horas|31714
9506|SEGUNDA|Lunes a domingo 24 horas|31715
9507|SEGUNDA|Lunes a domingo 24 horas|31716
9508|TERCERA|Lunes a domingo 24 horas|31717
9509|SEGUNDA|Lunes a domingo 24 horas|31718
9510|2 ESTRELLAS|Lunes a domingo 24 horas|31719
9511|TERCERA|Lunes a domingo 24 horas|31720
9512|TERCERA|Lunes a domingo 24 horas|31721
9513|(1) Un tenedor|Lunes a domingo 24 horas|31722
9514|(1) Una copa|Lunes a domingo 24 horas|31723
9515|CUARTA|Lunes a domingo 24 horas|31724
9516|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|31725
9517|2 ESTRELLAS|Lunes a domingo 24 horas|31726
9518|2 Estrellas|Lunes a domingo 24 horas|31727
9519|TERCERA|Lunes a domingo 24 horas|31728
9520|3 Estrellas|Lunes a domingo 24 horas|31729
9521|(1) Una copa|Lunes a domingo 24 horas|31730
9522|CUARTA|Lunes a domingo 24 horas|31731
9523|TERCERA|Lunes a domingo 24 horas|31732
9524|2 Estrellas|Lunes a domingo 24 horas|31733
9525|TERCERA|Lunes a domingo 24 horas|31734
9526|CUARTA / 1 TENEDOR|Lunes a domingo 24 horas|31735
9527|CUARTA / 1 TENEDOR|Lunes a domingo 24 horas|31736
9528|1 Estrellas|Lunes a domingo 24 horas|31737
9529|1 Estrellas|Lunes a domingo 24 horas|31738
9530|1 ESTRELLAS|Lunes a domingo 24 horas|31739
9531|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|31740
9532|3 Estrellas|Lunes a domingo 24 horas|31741
9533|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|31742
9534|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|31743
9535|Categoría única|Lunes a domingo 24 horas|31744
9536|SEGUNDA|Lunes a domingo 24 horas|31745
9537|CUARTA|Lunes a domingo 24 horas|31746
9538|TERCERA|Lunes a domingo 24 horas|31747
9539|1 Estrellas|Lunes a domingo 24 horas|31748
9540|TERCERA|Lunes a domingo 24 horas|31749
9541|(1) Un tenedor|Lunes a domingo 24 horas|31750
9542|TERCERA|Lunes a domingo 24 horas|31751
9543|1 Estrellas|Lunes a domingo 24 horas|31752
9544|(1) Un tenedor|Lunes a domingo 24 horas|31753
9545|3 Estrellas|Lunes a domingo 24 horas|31754
9546|TERCERA|Lunes a domingo 24 horas|31755
9547|TERCERA|Lunes a domingo 24 horas|31756
9548|(3) Tres tenedores|Lunes a domingo 24 horas|31757
9549|TERCERA|Lunes a domingo 24 horas|31758
9550|1 Estrellas|Lunes a domingo 24 horas|31759
9551|2 Estrellas|Lunes a domingo 24 horas|31760
9552|TERCERA|Lunes a domingo 24 horas|31761
9553|TERCERA|Lunes a domingo 24 horas|31762
9554|CUARTA|Lunes a domingo 24 horas|31763
9555|(3) Tres tenedores|Lunes a domingo 24 horas|31764
9556|CUARTA / 1 TENEDOR|Lunes a domingo 24 horas|31765
9557|TERCERA|Lunes a domingo 24 horas|31766
9558|SEGUNDA|Lunes a domingo 24 horas|31767
9559|SEGUNDA|Lunes a domingo 24 horas|31768
9560|SEGUNDA|Lunes a domingo 24 horas|31769
9561|TERCERA|Lunes a domingo 24 horas|31770
9562|(1) Un tenedor|Lunes a domingo 24 horas|31771
9563|SEGUNDA|Lunes a domingo 24 horas|31772
9564|TERCERA|Lunes a domingo 24 horas|31773
9565|TERCERA|Lunes a domingo 24 horas|31774
9566|SEGUNDA|Lunes a domingo 24 horas|31775
9567|SEGUNDA|Lunes a domingo 24 horas|31776
9568|TERCERA|24 horas|31777
9569|2 ESTRELLAS|Lunes a domingo 24 horas|31778
9570|SEGUNDA|Lunes a domingo 24 horas|31779
9571|2 Estrellas|Lunes a domingo 24 horas|31780
9572|2 Estrellas|Lunes a domingo 24 horas|31781
9573|TERCERA|Lunes a domingo 24 horas|31782
9574|TERCERA|Lunes a domingo 24 horas|31783
9575|SEGUNDA|Lunes a domingo 24 horas|31784
9576|SEGUNDA|Lunes a domingo 24 horas|31785
9577|TERCERA|Lunes a domingo 24 horas|31786
9578|SEGUNDA|Lunes a domingo 24 horas|31787
9579|TERCERA|Lunes a domingo 24 horas|31788
9580|TERCERA|Lunes a domingo 24 horas|31789
9581|SEGUNDA|Lunes a domingo 24 horas|31790
9582|TERCERA|Lunes a domingo 24 horas|31791
9583|(3) Tres copas|Lunes a domingo 24 horas|31792
9584|TERCERA|Lunes a domingo 24 horas|31793
9585|SEGUNDA|Lunes a domingo 24 horas|31794
9586|TERCERA|Lunes a domingo 24 horas|31795
9587|TERCERA|Lunes a domingo 24 horas|31796
9588|2 ESTRELLAS|Lunes a domingo 24 horas|31797
9589|SEGUNDA|Lunes a domingo 24 horas|31798
9590|1 Estrellas|Lunes a domingo 24 horas|31799
9591|TERCERA|Lunes a domingo 24 horas|31800
9592|2 ESTRELLAS|Lunes a domingo 24 horas|31801
9593|PRIMERA|Lunes a domingo 24 horas|31802
9594|TERCERA|Lunes a domingo 24 horas|31803
9595|SEGUNDA|Lunes a domingo 24 horas|31804
9596|LUJO / 2 TAZAS|Lunes a domingo 24 horas|31805
9597|2 ESTRELLAS|Lunes a domingo 24 horas|31806
9598|3 Estrellas|Lunes a domingo 24 horas|31807
9599|(1) Un tenedor|Lunes a domingo 24 horas|31808
9600|TERCERA|Lunes a domingo 24 horas|31809
9601|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|31810
9602|SEGUNDA|Lunes a domingo 24 horas|31811
9603|TERCERA|Lunes a domingo 24 horas|31812
9604|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|31813
9605|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|31814
9606|TERCERA|Lunes a domingo 24 horas|31815
9607|TERCERA|Lunes a domingo 24 horas|31816
9608|SEGUNDA|Lunes a domingo 24 horas|31817
9609|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|31818
9610|2 Estrellas|Lunes a domingo 24 horas|31819
9611|SEGUNDA|Lunes a Domingo 24 horas|31820
9612|2 Estrellas|Lunes a domingo 24 horas|31821
9613|2 Estrellas|Lunes a domingo 24 horas|31822
9614|1 Estrellas|Lunes a domingo 24 horas|31823
9615|TERCERA|Lunes a domingo 24 horas|31824
9616|TERCERA|Lunes a domingo 24 horas|31825
9617|2 ESTRELLAS|Lunes a domingo 24 horas|31826
9618|TERCERA|Lunes a Domingo 24 horas|31827
9619|CUARTA|Lunes a domingo 24 horas|31828
9620|(1) Un tenedor|Lunes a domingo 24 horas|31829
9621|(3) Tres copas|Lunes a domingo 24 horas|31830
9622|TERCERA|Lunes a domingo 24 horas|31831
9623|(1) Una copa|Lunes a domingo 24 horas|31832
9624|TERCERA|Lunes a domingo 24 horas|31833
9625|(3) Tres copas|Lunes a domingo 24 horas|31834
9626|TERCERA|Lunes a domingo 24 horas|31835
9627|(1) Un tenedor|Lunes a domingo 24 horas|31836
9628|(2) Dos tazas|Lunes a domingo 24 horas|31837
9629|TERCERA|Lunes a domingo 24 horas|31838
9630|TERCERA|Lunes a domingo 24 horas|31839
9631|TERCERA|Lunes a domingo 24 horas|31840
9632|TERCERA|Lunes a domingo 24 horas|31841
9633|TERCERA|Lunes a domingo 24 horas|31842
9634|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|31843
9635|TERCERA|Lunes a domingo 24 horas|31844
9636|(1) Una taza|Lunes a domingo 24 horas|31845
9637|TERCERA|Lunes a domingo 24 horas|31846
9638|SEGUNDA|Lunes a domingo 24 horas|31847
9639|1 Estrellas|Lunes a domingo 24 horas|31848
9640|TERCERA|Lunes a domingo 24 horas|31849
9641|1 Estrellas|Lunes a domingo 24 horas|31850
9642|(1) Un tenedor|Lunes a domingo 24 horas|31851
9643|2 Estrellas|Lunes a domingo 24 horas|31852
9644|(1) Una copa|Lunes a domingo 24 horas|31853
9645|TERCERA|Lunes a domingo 24 horas|31854
9646|TERCERA|Lunes a domingo 24 horas|31855
9647|TERCERA|Lunes a domingo 24 horas|31856
9648|(2) Dos copas|Lunes a domingo 24 horas|31857
9649|(2) Dos copas|Lunes a domingo 24 horas|31858
9650|SEGUNDA|Lunes a domingo 24 horas|31859
9651|TERCERA|Lunes a domingo 24 horas|31860
9652|TERCERA|Lunes a domingo 24 horas|31861
9653|1 Estrellas|Lunes a domingo 24 horas|31862
9654|TERCERA|Lunes a domingo 24 horas|31863
9655|TERCERA / 1 COPA|Lunes a domingo 24 horas|31864
9656|CUARTA|Lunes a domingo 24 horas|31865
9657|TERCERA|Lunes a domingo 24 horas|31866
9658|SEGUNDA|Lunes a domingo 24 horas|31867
9659|TERCERA|Lunes a domingo 24 horas|31868
9660|(1) Una copa|Lunes a domingo 24 horas|31869
9661|TERCERA|Lunes a domingo 24 horas|31870
9662|(1) Una copa|Lunes a domingo 24 horas|31871
9663|TERCERA|Lunes a domingo 24 horas|31872
9664|TERCERA|Lunes a domingo 24 horas|31873
9665|TERCERA|Lunes a domingo 24 horas|31874
9666|(1) Una copa|Lunes a domingo 24 horas|31875
9667|Categoría única|Lunes a domingo 24 horas|31876
9668|SEGUNDA|Lunes a domingo 24 horas|31877
9669|SEGUNDA|Lunes a domingo 24 horas|31878
9670|SEGUNDA|Lunes a domingo 24 horas|31879
9671|SEGUNDA|Lunes a domingo 24 horas|31880
9672|TERCERA|Lunes a domingo 24 horas|31881
9673|(2) Dos tenedores|Lunes a domingo 24 horas|31882
9674|TERCERA|Lunes a domingo 24 horas|31883
9675|TERCERA|Lunes a domingo 24 horas|31884
9676|TERCERA|Lunes a domingo 24 horas|31885
9677|2 Estrellas|Lunes a domingo 24 horas|31886
9678|(1) Un tenedor|Lunes a domingo 24 horas|31887
9679|1 Estrellas|Lunes a domingo 24 horas|31888
9680|TERCERA|Lunes a domingo 24 horas|31889
9681|(3) Tres tenedores|Lunes a domingo 24 horas|31890
9682|TERCERA|Lunes a domingo 24 horas|31891
9683|2 Estrellas|Lunes a domingo 24 horas|31892
9684|2 Estrellas|Lunes a domingo 24 horas|31893
9685|TERCERA|Lunes a domingo 24 horas|31894
9686|SEGUNDA|Lunes a domingo 24 horas|31895
9687|CUARTA|Lunes a domingo 24 horas|31896
9688|TERCERA|Lunes a domingo 24 horas|31897
9689|SEGUNDA|Lunes a domingo 24 horas|31898
9690|PRIMERA / 1 TAZA|Lunes a Domingo 24 horas|31899
9691|2 Estrellas|Lunes a domingo 24 horas|31900
9692|TERCERA|Lunes a domingo 24 horas|31901
9693|TERCERA|Lunes a domingo 24 horas|31902
9694|TERCERA|Lunes a domingo 24 horas|31903
9695|TERCERA|Lunes a domingo 24 horas|31904
9696|TERCERA|Lunes a domingo 24 horas|31905
9697|(1) Una tazas|Lunes a domingo 24 horas|31906
9698|1 Estrellas|Lunes a domingo 24 horas|31907
9699|TERCERA|Lunes a domingo 24 horas|31908
9700|TERCERA|Lunes a domingo 24 horas|31909
9701|TERCERA|Lunes a domingo 24 horas|31910
9702|TERCERA|Lunes a domingo 24 horas|31911
9703|CUARTA|Lunes a domingo 24 horas|31912
9704|SEGUNDA|Lunes a domingo 24 horas|31913
9705|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|31914
9706|TERCERA|Lunes a domingo 24 horas|31915
9707|3 Estrellas|Lunes a domingo 24 horas|31916
9708|TERCERA|Lunes a domingo 24 horas|31917
9709|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|31918
9710|2 Estrellas|Lunes a domingo 24 horas|31919
9711|(1) Una taza|Lunes a domingo 24 horas|31920
9712|(1) Una copa|Lunes a domingo 24 horas|31921
9713|(1) Una copa|Lunes a domingo 24 horas|31922
9714|2 Estrellas|Lunes a domingo 24 horas|31923
9715|SEGUNDA|Lunes a domingo 24 horas|31924
9716|1 Estrellas|Lunes a domingo 24 horas|31925
9717|(1) Una copa|Lunes a domingo 24 horas|31926
9718|(2) Dos copas|Lunes a domingo 24 horas|31927
9719|TERCERA|Lunes a domingo 24 horas|31928
9720|1 Estrellas|Lunes a domingo 24 horas|31929
9721|TERCERA|Lunes a domingo 24 horas|31930
9722|(3) Tres tenedores|Lunes a domingo 24 horas|31931
9723|(1) Una taza|Lunes a domingo 24 horas|31932
9724|SEGUNDA|Lunes a domingo 24 horas|31933
9725|TERCERA|Lunes a domingo 24 horas|31934
9726|(1) Una copa|Lunes a domingo 24 horas|31935
9727|(1) Una taza|Lunes a domingo 24 horas|31936
9728|TERCERA|Lunes a domingo 24 horas|31937
9729|TERCERA|Lunes a domingo 24 horas|31938
9730|1 Estrellas|Lunes a domingo 24 horas|31939
9731|TERCERA|Lunes a domingo 24 horas|31940
9732|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|31941
9733|(1) Una taza|Lunes a domingo 24 horas|31942
9734|(1) Un tenedor|Lunes a domingo 24 horas|31943
9735|TERCERA|Lunes a domingo 24 horas|31944
9736|1 Estrellas|Lunes a domingo 24 horas|31945
9737|TERCERA|Lunes a domingo 24 horas|31946
9738|SEGUNDA|Lunes a domingo 24 horas|31947
9739|SEGUNDA / 3 TENEDORES|Lunes a Domingo 24 horas|31948
9740|1 Estrellas|Lunes a domingo 24 horas|31949
9741|TERCERA|Lunes a domingo 24 horas|31950
9742|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|31951
9743|2 Estrellas|Lunes a domingo 24 horas|31952
9744|2 Estrellas|Lunes a domingo 24 horas|31953
9745|(1) Una copa|Lunes a domingo 24 horas|31954
9746|TERCERA|Lunes a domingo 24 horas|31955
9747|(3) Tres copas|Lunes a domingo 24 horas|31956
9748|(1) Una copa|Lunes a domingo 24 horas|31957
9749|PRIMERA / 1 TAZA|Lunes a domingo 24 horas|31958
9750|TERCERA|Lunes a domingo 24 horas|31959
9751|3 Estrellas|Lunes a domingo 24 horas|31960
9752|(1) Una taza|Lunes a domingo 24 horas|31961
9753|TERCERA|Lunes a domingo 24 horas|31962
9754|TERCERA|Lunes a domingo 24 horas|31963
9755|(1) Una copa|Lunes a domingo 24 horas|31964
9756|TERCERA|Lunes a domingo 24 horas|31965
9757|1 Estrellas|Lunes a domingo 24 horas|31966
9758|(1) Un tenedor|Lunes a domingo 24 horas|31967
9759|TERCERA|Lunes a domingo 24 horas|31968
9760|TERCERA|Lunes a domingo 24 horas|31969
9761|TERCERA|Lunes a domingo 24 horas|31970
9762|1 ESTRELLAS|Lunes a domingo 24 horas|31971
9763|1 Estrellas|Lunes a domingo 24 horas|31972
9764|4 Estrellas|Lunes a domingo 24 horas|31973
9765|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|31974
9766|AGENCIA DE VIAJES INTERNACIONAL|Lunes a domingo 24 horas|31975
9767|AGENCIA DE VIAJES INTERNACIONAL|Lunes a domingo 24 horas|31976
9768|AGENCIA DE VIAJES INTERNACIONAL|Lunes a domingo 24 horas|31977
9769|AGENCIA DE VIAJES INTERNACIONAL|Lunes a Domingo 24 horas|31978
9770|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|31979
9771|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|31980
9772|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|31981
9773|TERCERA|Lunes a domingo 24 horas|31982
9774|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|31983
9775|SERVICIO TRANSP.TERRES.TURIS.|Lunes a domingo 24 horas|31984
9776|5 Estrellas|Lunes a domingo 24 horas|31985
9777|RENT A CAR|Lunes a domingo 24 horas|31986
9778|RENT A CAR|Lunes a domingo 24 horas|31987
9779|RENT A CAR|Lunes a domingo 24 horas|31988
9780|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|31989
9781|SEGUNDA|Lunes a domingo 24 horas|31990
9782|3 Estrellas|Lunes a domingo 24 horas|31991
9783|5 Estrellas|Lunes a domingo 24 horas|31992
9784|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|31993
9785|RENT A CAR|Lunes a domingo 24 horas|31994
9786|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|31995
9787|SERVICIO TRANSP.TERRES.TURIS.|Lunes a domingo 24 horas|31996
9788|SERVICIO TRANSP.TERRES.TURIS.|Lunes a domingo 24 horas|31997
9789|3 Estrellas|Lunes a domingo 24 horas|31998
9790|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|31999
9791|SERVICIO TRANSP.TERRES.TURIS.|Lunes a domingo 24 horas|32000
9792|3 Estrellas|Lunes a domingo 24 horas|32001
9793|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32002
9794|AGENCIA DE VIAJES INTERNACIONAL|Lunes a domingo 24 horas|32003
9795|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|32004
9796|SERVICIO TRANSP.TERRES.TURIS.|Lunes a domingo 24 horas|32005
9797|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|32006
9798|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|32007
9799|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32008
9800|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|32009
9801|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|32010
9802|SERVICIO TRANSP.TERRES.TURIS.|Lunes a domingo 24 horas|32011
9803|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32012
9804|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32013
9805|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32014
9806|3 Estrellas|Lunes a domingo 24 horas|32015
9807|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|32016
9808|TERCERA|Lunes a domingo 24 horas|32017
9809|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|32018
9810|SEGUNDA|Lunes a domingo 24 horas|32019
9811|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32020
9812|AGENCIA DE VIAJES INTERNACIONAL|Lunes a domingo 24 horas|32021
9813|TERCERA|Lunes a domingo 24 horas|32022
9814|3 Estrellas|Lunes a domingo 24 horas|32023
9815|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|32024
9816|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32025
9817|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|32026
9818|AGENCIA DE VIAJES INTERNACIONAL|Lunes a domingo 24 horas|32027
9819|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32028
9820|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|32029
9821|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32030
9822|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32031
9823|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32032
9824|TERCERA|Lunes a domingo 24 horas|32033
9825|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32034
9826|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32035
9827|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32036
9828|3 Estrellas|Lunes a domingo 24 horas|32037
9829|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32038
9830|AGENCIA DE VIAJES MAYORISTA|Lunes a domingo 24 horas|32039
9831|AGENCIA DE VIAJES DUAL|Lunes a domingo 24 horas|32040
9832|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|32041
9833|OPERADOR TURÍSTICO|Lunes a domingo 24 horas|32042
9834|SEGUNDA|Lunes a domingo 24 horas|32043
9835|2 ESTRELLAS|Lunes a domingo 24 horas|32044
9836|1 Estrellas|Lunes a domingo 24 horas|32045
9837|SEGUNDA|Lunes a viernes de 08:00 a 18:00|32046
9838|1 Estrellas|Lunes a domingo 24 horas|32047
9839|SEGUNDA|Lunes a domingo 24 horas|32048
9840|TERCERA|Lunes a domingo 24 horas|32049
9841|TERCERA|Lunes a domingo 24 horas|32050
9842|SEGUNDA|Lunes a domingo 24 horas|32051
9843|TERCERA|Lunes a domingo 24 horas|32052
9844|CUARTA|Lunes a domingo 24 horas|32053
9845|SEGUNDA|Lunes a viernes 8h15 a 17h00|32054
9846|SEGUNDA|Lunes a Domingo 24 horas|32055
9847|TERCERA|Lunes a domingo 24 horas|32056
9848|CUARTA|Lunes a domingo 24 horas|32057
9849|TERCERA|Lunes a Domingo 24 horas|32058
9850|LANC_PASAJE|Lunes a Domingo 24 horas|32059
9851|SEGUNDA|Lunes a domingo 24 horas|32060
9852|(1) Un tenedor|Lunes a Domingo 24 horas|32061
9853|PRIMERA|Lunes a Domingo 24 horas|32062
