id_parroquia|nombre_parroquia|
96104|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|
96105|TARQUI|
96106|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96107|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96108|MANGLARALTO|
96109|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96110|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96111|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96112|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96113|ROCAFUERTE|
96114|MANGLARALTO|
96115|SALINAS, CABECERA CANTONAL|
96116|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96117|CARBO (CONCEPCIÓN)|
96118|NUEVE DE OCTUBRE|
96119|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96120|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96121|SANGOLQUÍ, CABECERA CANTONAL|
96122|SALINAS, CABECERA CANTONAL|
96123|SALINAS, CABECERA CANTONAL|
96124|LA LIBERTAD, CABECERA CANTONAL|
96125|SANTO DOMINGO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96126|CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.|
96127|CUMBAYÁ|
96128|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96129|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96130|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96131|QUITO|
96132|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96133|MANTA, CABECERA CANTONAL|
96134|JIPIJAPA, CABECERA CANTONAL|
96135|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96136|QUEVEDO, CABECERA CANTONAL|
96137|DOCTOR CAMILO PONCE|
96138|PUERTO AYORA, CABECERA CANTONAL|
96139|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96140|XIMENA|
96141|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96142|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96143|LA PUNTILLA (SATÉLITE)|
96144|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96145|QUITO|
96146|QUITO|
96147|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96148|MANGLARALTO|
96149|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96150|PUNA|
96151|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96152|AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96153|NARCISA DE JESUS, CAB CANTONAL|
96154|TARQUI|
96155|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96156|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96157|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96158|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96159|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96160|DAULE, CABECERA CANTONAL|
96161|SAMBORONDÓN, CABECERA CANTONAL|
96162|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96163|LA LIBERTAD, CABECERA CANTONAL|
96164|SAMBORONDÓN, CABECERA CANTONAL|
96165|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96166|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96167|CARBO (CONCEPCIÓN)|
96168|SANGOLQUÍ, CABECERA CANTONAL|
96169|TARQUI|
96170|COLONCHE|
96171|SAMBORONDÓN, CABECERA CANTONAL|
96172|SALINAS, CABECERA CANTONAL|
96173|TARQUI|
96174|TARQUI|
96175|TARQUI|
96176|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96177|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96178|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96179|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96180|LA PUNTILLA (SATÉLITE)|
96181|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96182|PUERTO BAQUERIZO MORENO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96183|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96184|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96185|SALINAS, CABECERA CANTONAL|
96186|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96187|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96188|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96189|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96190|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96191|LOS LOJAS (ENRIQUE BAQUERIZO MORENO)|
96192|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96193|PUERTO AYORA, CABECERA CANTONAL|
96194|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96195|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96196|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96197|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96198|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96199|LOS LOJAS (ENRIQUE BAQUERIZO MORENO)|
96200|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96201|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96202|SALINAS, CABECERA CANTONAL|
96203|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96204|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96205|LA LIBERTAD, CABECERA CANTONAL|
96206|TARQUI|
96207|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96208|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96209|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96210|TARQUI|
96211|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96212|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96213|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96214|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96215|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96216|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96217|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96218|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96219|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96220|TARQUI|
96221|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96222|PASCUALES|
96223|PUERTO BAQUERIZO MORENO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96224|SAMBORONDÓN, CABECERA CANTONAL|
96225|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96226|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96227|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96228|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96229|SAMBORONDÓN, CABECERA CANTONAL|
96230|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96231|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96232|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96233|ELOY ALFARO (DURÁN), CABECERA CANTONAL|
96234|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96235|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96236|PUERTO AYORA, CABECERA CANTONAL|
96237|TARQUI|
96238|LA PUNTILLA (SATÉLITE)|
96239|LA PUNTILLA (SATÉLITE)|
96240|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96241|TARQUI|
96242|QUITO|
96243|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96244|TARIFA|
96245|LA PUNTILLA (SATÉLITE)|
96246|PUERTO VILLAMIL, CABECERA CANTONAL|
96247|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96248|PUERTO AYORA, CABECERA CANTONAL|
96249|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96250|SAMBORONDÓN, CABECERA CANTONAL|
96251|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96252|SALINAS, CABECERA CANTONAL|
96253|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96254|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96255|SALINAS, CABECERA CANTONAL|
96256|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96257|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96258|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96259|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96260|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96261|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96262|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96263|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96264|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96265|TARQUI|
96266|VELASCO IBARRA (CAB. EL EMPALME), CABECERA CANTONAL|
96267|TARQUI|
96268|COLONCHE|
96269|GENERAL ALBERTO ENRÍQUEZ GALLO|
96270|SAMBORONDÓN, CABECERA CANTONAL|
96271|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96272|TARIFA|
96273|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96274|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96275|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96276|PUERTO AYORA, CABECERA CANTONAL|
96277|PUERTO AYORA, CABECERA CANTONAL|
96278|TARQUI|
96279|PUERTO AYORA, CABECERA CANTONAL|
96280|XIMENA|
96281|TARQUI|
96282|TARQUI|
96283|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96284|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96285|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96286|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96287|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96288|SAMBORONDÓN, CABECERA CANTONAL|
96289|SAMBORONDÓN, CABECERA CANTONAL|
96290|LOS LOJAS (ENRIQUE BAQUERIZO MORENO)|
96291|QUITO|
96292|CUMBAYÁ|
96293|QUITO|
96294|QUITO|
96295|SOZORANGA (CAB. CANTONAL)|
96296|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96297|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96298|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96299|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96300|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96301|NUEVE DE OCTUBRE|
96302|TARIFA|
96303|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96304|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96305|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96306|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96307|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96308|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96309|SAMBORONDÓN, CABECERA CANTONAL|
96310|LOS LOJAS (ENRIQUE BAQUERIZO MORENO)|
96311|DAULE, CABECERA CANTONAL|
96312|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96313|MANGLARALTO|
96314|MILAGRO, CABECERA CANTONAL|
96315|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96316|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96317|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96318|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96319|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96320|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96321|SAMBORONDÓN, CABECERA CANTONAL|
96322|TARQUI|
96323|SAN LORENZO|
96324|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|
96325|SAMBORONDÓN, CABECERA CANTONAL|
96326|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96327|PUERTO BAQUERIZO MORENO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96328|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96329|SAMBORONDÓN, CABECERA CANTONAL|
96330|SAMBORONDÓN, CABECERA CANTONAL|
96331|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96332|MANGLARALTO|
96333|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96334|PUERTO AYORA, CABECERA CANTONAL|
96335|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96336|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96337|SALINAS, CABECERA CANTONAL|
96338|SAMBORONDÓN, CABECERA CANTONAL|
96339|PUERTO AYORA, CABECERA CANTONAL|
96340|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96341|SAMBORONDÓN, CABECERA CANTONAL|
96342|MANGLARALTO|
96343|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96344|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96345|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96346|ROCAFUERTE|
96347|PUERTO LÓPEZ, CABECERA CANTONAL|
96348|TARQUI|
96349|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96350|QUITO|
96351|ISLA SANTA MARÍA (FLOREANA) (CAB. EN PTO. VELASCO IBARRA)|
96352|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96353|QUITO|
96354|YANUNCAY|
96355|QUITO|
96356|QUITO|
96357|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96358|SALINAS, CABECERA CANTONAL|
96359|MILAGRO, CABECERA CANTONAL|
96360|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96361|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96362|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96363|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96364|TARIFA|
96365|ELOY ALFARO (DURÁN), CABECERA CANTONAL|
96366|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96367|TARIFA|
96368|TARIFA|
96369|SALINAS, CABECERA CANTONAL|
96370|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96371|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96372|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96373|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96374|PUERTO AYORA, CABECERA CANTONAL|
96375|PUERTO VILLAMIL, CABECERA CANTONAL|
96376|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96377|PUERTO BAQUERIZO MORENO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96378|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96379|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96380|TARQUI|
96381|HUACHI CHICO|
96382|MANTA, CABECERA CANTONAL|
96383|ELOY ALFARO (DURÁN), CABECERA CANTONAL|
96384|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96385|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96386|BAHÍA DE CARÁQUEZ, CABECERA CANTONAL|
96387|SAMBORONDÓN, CABECERA CANTONAL|
96388|SOZORANGA (CAB. CANTONAL)|
96389|MANTA, CABECERA CANTONAL|
96390|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96391|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96392|SAMBORONDÓN, CABECERA CANTONAL|
96393|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96394|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96395|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96396|LOS LOJAS (ENRIQUE BAQUERIZO MORENO)|
96397|LOS LOJAS (ENRIQUE BAQUERIZO MORENO)|
96398|VELASCO|
96399|LA LIBERTAD, CABECERA CANTONAL|
96400|CARBO (CONCEPCIÓN)|
96401|TARQUI|
96402|NUEVE DE OCTUBRE|
96403|TARQUI|
96404|LA AURORA (SATÉLITE)|
96405|TARQUI|
96406|XIMENA|
96407|DAULE, CABECERA CANTONAL|
96408|SANTO DOMINGO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96409|RIOBAMBA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96410|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|
96411|MATRIZ|
96412|QUITO|
96413|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96414|BELLA VISTA|
96415|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96416|MANGLARALTO|
96417|MANGLARALTO|
96418|TARQUI|
96419|PUERTO VILLAMIL, CABECERA CANTONAL|
96420|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96421|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96422|PUERTO VILLAMIL, CABECERA CANTONAL|
96423|TARQUI|
96424|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96425|PUERTO AYORA, CABECERA CANTONAL|
96426|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96427|TARQUI|
96428|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96429|BELLA VISTA|
96430|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96431|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96432|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96433|PUERTO AYORA, CABECERA CANTONAL|
96434|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96435|PUERTO AYORA, CABECERA CANTONAL|
96436|PUERTO AYORA, CABECERA CANTONAL|
96437|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96438|PUERTO BAQUERIZO MORENO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96439|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96440|PUERTO AYORA, CABECERA CANTONAL|
96441|PUERTO AYORA, CABECERA CANTONAL|
96442|PUERTO AYORA, CABECERA CANTONAL|
96443|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96444|SALINAS, CABECERA CANTONAL|
96445|PUERTO AYORA, CABECERA CANTONAL|
96446|PUERTO BAQUERIZO MORENO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96447|QUEVEDO, CABECERA CANTONAL|
96448|ROCA|
96449|LA LIBERTAD, CABECERA CANTONAL|
96450|PUERTO AYORA, CABECERA CANTONAL|
96451|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96452|TARIFA|
96453|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96454|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96455|TARQUI|
96456|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96457|PUERTO BAQUERIZO MORENO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96458|PUERTO AYORA, CABECERA CANTONAL|
96459|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96460|SAMBORONDÓN, CABECERA CANTONAL|
96461|ROCAFUERTE|
96462|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96463|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96464|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96465|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96466|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96467|SANTA ROSA (CABECERA CANTONAL)|
96468|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96469|QUITO|
96470|QUITO|
96471|PUERTO AYORA, CABECERA CANTONAL|
96472|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96473|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96474|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96475|TARIFA|
96476|LOS LOJAS (ENRIQUE BAQUERIZO MORENO)|
96477|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96478|SAMBORONDÓN, CABECERA CANTONAL|
96479|LA LIBERTAD, CABECERA CANTONAL|
96480|LA LIBERTAD, CABECERA CANTONAL|
96481|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96482|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96483|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96484|PUERTO AYORA, CABECERA CANTONAL|
96485|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96486|PUNA|
96487|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96488|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96489|CARBO (CONCEPCIÓN)|
96490|TARQUI|
96491|SALANGO|
96492|MANGLARALTO|
96493|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|
96494|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96495|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|
96496|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96497|PIÑAS, CABECERA CANTONAL|
96498|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96499|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96500|TARIFA|
96501|PUERTO AYORA, CABECERA CANTONAL|
96502|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96503|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96504|SAMBORONDÓN, CABECERA CANTONAL|
96505|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96506|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96507|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96508|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96509|TARQUI|
96510|CARBO (CONCEPCIÓN)|
96511|QUITO|
96512|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96513|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96514|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96515|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96516|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96517|BAHÍA DE CARÁQUEZ, CABECERA CANTONAL|
96518|MANTA, CABECERA CANTONAL|
96519|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96520|DAULE, CABECERA CANTONAL|
96521|ELOY ALFARO (DURÁN), CABECERA CANTONAL|
96522|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96523|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96524|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96525|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96526|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96527|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96528|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96529|SALINAS, CABECERA CANTONAL|
96530|JOSE LUIS TAMAYO (MUEY)|
96531|MANGLARALTO|
96532|PUERTO AYORA, CABECERA CANTONAL|
96533|QUITO|
96534|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96535|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96536|LA PUNTILLA (SATÉLITE)|
96537|LA PUNTILLA (SATÉLITE)|
96538|LA AURORA (SATÉLITE)|
96539|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96540|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96541|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96542|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96543|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96544|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96545|PUERTO BAQUERIZO MORENO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96546|COLONCHE|
96547|MANGLARALTO|
96548|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|
96549|LA LIBERTAD, CABECERA CANTONAL|
